 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
6805,523.421,85.979,588.320,1738.144,0.921,0.623,2.168,1.467,1.817,3.717,30.222,0.337,0.274,0.350,0.216,0.825,0.508,0.484,9
6806,492.139,57.410,1070.736,1743.035,1.401,0.914,3.299,2.152,2.726,3.953,19.476,0.479,0.314,0.515,0.327,1.212,0.771,0.718,9
6807,498.611,46.740,748.110,1763.250,1.141,1.282,2.687,3.020,2.853,4.156,18.284,0.446,0.502,0.490,0.550,1.153,1.295,0.867,9
6808,538.297,48.559,357.409,1803.931,1.207,1.326,2.842,3.122,2.982,5.104,20.704,0.515,0.565,0.573,0.628,1.348,1.480,1.001,9
6809,523.759,62.730,570.010,1914.563,1.283,0.970,3.021,2.285,2.653,4.106,20.788,0.424,0.320,0.455,0.349,1.072,0.822,0.675,9
6810,506.738,53.435,193.777,1928.691,1.000,1.353,2.354,3.185,2.770,4.084,19.298,0.361,0.489,0.391,0.529,0.922,1.246,0.775,9
6811,491.868,106.797,701.469,1952.682,1.365,0.489,3.213,1.152,2.183,4.148,92.610,0.422,0.347,0.436,0.451,1.028,1.061,0.739,9
6812,467.398,95.664,1214.016,1992.864,0.699,0.729,1.647,1.718,1.682,3.453,28.500,0.251,0.253,0.199,0.224,0.467,0.528,0.353,9
6813,516.633,72.612,303.648,2012.449,1.031,0.957,2.427,2.254,2.341,3.781,22.875,0.323,0.299,0.341,0.321,0.804,0.756,0.552,9
6814,485.575,71.985,923.566,2040.809,0.682,1.280,1.605,3.013,2.309,4.342,33.917,0.251,0.503,0.395,0.526,0.930,1.239,0.775,9
6815,483.720,53.628,110.003,165.263,1.215,1.160,2.861,2.731,2.796,4.157,18.896,0.428,0.409,0.467,0.446,1.100,1.051,0.761,9
6816,469.663,46.760,690.091,226.101,0.651,0.849,1.534,1.999,1.767,3.374,26.953,0.469,0.539,0.357,0.522,0.840,1.229,0.744,9
6817,442.589,54.082,893.865,278.144,0.941,1.179,2.217,2.777,2.497,3.670,20.199,0.354,0.442,0.370,0.470,0.872,1.107,0.705,9
6818,445.588,73.932,898.942,338.549,1.532,0.642,3.608,1.511,2.560,4.007,33.254,0.503,0.190,0.532,0.368,1.252,0.866,0.761,9
6819,480.842,79.359,382.763,408.898,1.369,0.844,3.224,1.988,2.606,4.440,23.543,0.413,0.257,0.439,0.258,1.034,0.608,0.600,9
6820,444.991,59.646,1029.315,424.513,0.918,1.579,2.162,3.718,2.940,3.993,18.105,0.277,0.477,0.307,0.518,0.722,1.219,0.708,9
6821,482.584,48.551,526.407,494.106,1.630,1.461,3.838,3.441,3.640,6.056,16.510,0.552,0.495,0.666,0.600,1.567,1.413,1.055,9
6822,493.962,69.419,9.814,532.217,1.647,0.519,3.879,1.221,2.550,3.820,32.535,0.592,0.337,0.616,0.294,1.450,0.692,0.803,9
6823,491.297,75.913,562.221,574.883,0.695,1.046,1.637,2.463,2.050,3.520,25.963,0.252,0.359,0.247,0.370,0.581,0.872,0.524,9
6824,496.899,54.574,278.101,616.261,0.923,1.018,2.173,2.398,2.285,3.822,23.717,0.405,0.445,0.415,0.468,0.978,1.101,0.736,9
6825,492.827,62.183,216.464,656.955,0.670,1.625,1.577,3.826,2.701,3.953,28.120,0.220,0.586,0.384,0.628,0.905,1.479,0.867,9
6826,457.933,52.050,1471.027,692.349,0.996,1.106,2.346,2.605,2.476,3.865,21.414,0.411,0.456,0.433,0.485,1.019,1.143,0.765,9
6827,410.213,74.370,1975.521,740.699,1.020,0.708,2.402,1.667,2.034,3.226,25.142,0.329,0.231,0.343,0.263,0.807,0.619,0.509,9
6828,437.472,72.588,1766.729,753.224,1.669,2.513,3.931,5.918,4.925,8.766,13.108,0.279,0.437,0.436,0.628,1.026,1.478,0.900,9
6829,472.915,76.104,346.876,760.891,0.821,0.733,1.934,1.726,1.830,3.762,29.558,0.344,0.318,0.330,0.277,0.777,0.653,0.508,9
6830,513.240,93.562,113.600,803.800,0.517,1.050,1.218,2.472,1.845,3.300,92.968,0.242,0.340,0.553,0.350,1.303,0.824,0.771,9
6831,514.773,90.135,978.067,820.320,2.485,2.017,5.853,4.750,5.301,10.984,14.244,0.355,0.294,0.545,0.487,1.284,1.146,0.861,9
6832,527.740,69.936,204.291,870.747,0.899,0.628,2.118,1.478,1.798,4.291,39.685,0.477,0.381,0.494,0.391,1.164,0.920,0.742,9
6833,517.559,64.950,120.245,913.213,0.873,1.272,2.056,2.995,2.525,4.614,25.487,0.343,0.499,0.364,0.530,0.857,1.249,0.757,9
6834,503.146,73.907,792.740,1020.552,0.810,0.864,1.908,2.035,1.971,3.861,29.873,0.321,0.339,0.335,0.373,0.789,0.878,0.590,9
6835,475.569,68.415,1174.209,1081.626,1.230,0.840,2.897,1.979,2.438,3.140,18.561,0.328,0.222,0.346,0.250,0.816,0.588,0.503,9
6836,477.200,87.549,1187.138,1107.587,0.711,0.936,1.675,2.205,1.940,3.595,27.212,0.243,0.300,0.213,0.316,0.502,0.744,0.449,9
6837,450.627,71.716,1635.196,1138.047,1.271,0.714,2.992,1.681,2.337,3.499,21.207,0.398,0.239,0.415,0.199,0.978,0.469,0.542,9
6838,493.253,95.653,938.459,1149.306,0.830,0.462,1.955,1.089,1.522,3.432,141.649,0.328,0.575,0.367,0.672,0.863,1.582,0.901,9
6839,432.167,60.606,1767.495,1154.743,0.845,0.933,1.991,2.197,2.094,3.166,22.730,0.306,0.341,0.345,0.356,0.812,0.837,0.583,9
6840,495.841,43.535,687.221,1226.012,0.928,1.756,2.185,4.135,3.160,3.954,16.299,0.347,0.657,0.383,0.720,0.903,1.695,0.960,9
6841,459.380,58.560,1445.180,1229.524,0.967,1.086,2.276,2.558,2.417,4.202,24.164,0.400,0.449,0.420,0.476,0.990,1.121,0.748,9
6842,523.002,50.333,131.019,1231.144,0.992,1.001,2.335,2.357,2.346,5.061,30.261,0.599,0.605,0.625,0.634,1.471,1.492,1.048,9
6843,497.959,42.711,881.010,1330.358,1.777,1.443,4.184,3.399,3.792,6.383,15.496,0.642,0.521,0.794,0.663,1.870,1.562,1.218,9
6844,500.731,91.012,638.238,1333.585,0.486,0.838,1.145,1.973,1.559,3.436,64.661,0.442,0.323,0.394,0.354,0.927,0.834,0.624,9
6845,496.486,51.222,906.433,1333.962,0.861,0.911,2.027,2.145,2.086,3.653,25.991,0.429,0.460,0.474,0.463,1.116,1.090,0.780,9
6846,457.038,68.979,1387.748,1348.598,1.417,0.733,3.337,1.727,2.532,4.116,25.895,0.490,0.246,0.517,0.324,1.218,0.764,0.719,9
6847,499.649,43.312,621.766,1399.840,1.249,0.750,2.942,1.765,2.354,4.249,25.963,0.768,0.476,0.805,0.451,1.895,1.063,1.086,9
6848,519.909,85.152,222.056,1402.441,0.989,0.643,2.330,1.514,1.922,3.509,38.032,0.329,0.195,0.336,0.357,0.791,0.840,0.577,9
6849,498.045,45.043,721.683,1468.017,0.784,1.600,1.846,3.768,2.807,4.735,24.889,0.420,0.866,0.480,0.931,1.131,2.193,1.234,9
6850,442.176,68.830,1656.571,1481.625,1.543,0.846,3.634,1.992,2.813,3.769,18.812,0.415,0.225,0.445,0.258,1.048,0.607,0.606,9
6851,446.405,56.672,1634.354,1492.220,1.202,0.907,2.831,2.135,2.483,3.588,20.063,0.426,0.322,0.452,0.340,1.065,0.800,0.666,9
6852,497.940,83.137,308.591,1506.678,2.290,0.518,5.393,1.220,3.307,4.236,50.195,0.668,0.262,0.752,0.362,1.772,0.853,0.983,9
6853,515.337,50.678,318.931,1595.139,0.994,1.941,2.340,4.570,3.455,4.892,18.288,0.354,0.713,0.396,0.821,0.932,1.934,1.073,9
6854,484.922,73.049,1145.144,1618.028,1.075,0.756,2.532,1.781,2.156,3.301,21.796,0.335,0.246,0.348,0.216,0.820,0.509,0.482,9
6855,507.517,49.042,839.894,1665.104,1.000,0.984,2.355,2.316,2.335,4.069,24.476,0.502,0.494,0.524,0.515,1.235,1.212,0.865,9
6856,523.493,48.101,327.337,1670.575,0.584,1.337,1.376,3.148,2.262,4.189,42.287,0.429,0.825,0.622,0.858,1.465,2.021,1.248,9
6857,472.500,77.783,1175.752,1671.636,1.743,0.514,4.105,1.210,2.657,3.753,68.104,0.558,0.281,0.586,0.496,1.381,1.167,0.904,9
6858,506.834,53.195,834.270,1679.308,1.002,1.594,2.361,3.753,3.057,4.325,17.875,0.336,0.535,0.374,0.588,0.880,1.385,0.820,9
6859,515.919,68.670,397.182,1710.477,0.731,1.277,1.722,3.007,2.364,3.515,21.621,0.244,0.410,0.234,0.430,0.550,1.012,0.576,9
6860,462.752,61.769,1306.227,1728.829,1.197,0.843,2.819,1.985,2.402,3.150,18.522,0.362,0.257,0.382,0.261,0.900,0.616,0.545,9
6861,495.413,50.341,1080.318,1740.929,1.266,1.299,2.980,3.059,3.020,5.193,20.487,0.515,0.529,0.576,0.591,1.357,1.392,0.972,9
6862,527.170,50.453,475.564,1754.456,0.782,1.199,1.842,2.823,2.333,4.510,29.469,0.424,0.666,0.520,0.699,1.224,1.646,1.026,9
6863,480.664,88.838,58.206,1758.057,0.877,0.942,2.065,2.218,2.141,4.149,28.053,0.280,0.301,0.288,0.307,0.678,0.723,0.496,9
6864,481.823,54.648,1056.891,1846.747,1.118,1.171,2.632,2.759,2.695,3.992,19.323,0.395,0.414,0.427,0.448,1.006,1.055,0.729,9
6865,516.718,79.465,583.049,1864.646,1.192,0.715,2.807,1.683,2.245,3.796,27.268,0.379,0.224,0.395,0.282,0.931,0.663,0.572,9
6866,506.598,84.034,888.293,1908.582,1.177,0.509,2.771,1.199,1.985,4.486,143.782,0.545,0.332,0.564,0.909,1.328,2.140,1.259,9
6867,502.042,49.342,178.531,1919.956,0.944,1.152,2.223,2.713,2.468,4.413,24.840,0.471,0.577,0.512,0.612,1.205,1.441,0.939,9
6868,447.808,55.340,1523.764,1960.135,1.032,0.741,2.430,1.745,2.088,3.510,24.360,0.470,0.351,0.487,0.320,1.147,0.752,0.686,9
6869,516.191,48.591,544.617,1977.979,1.431,0.954,3.369,2.247,2.808,4.802,22.534,0.667,0.445,0.721,0.475,1.697,1.117,1.016,9
6870,431.395,63.004,1714.290,2005.625,1.485,0.561,3.498,1.321,2.410,3.880,49.056,0.624,0.285,0.652,0.525,1.535,1.236,0.985,9
6871,499.698,38.657,874.105,2008.563,0.787,1.112,1.853,2.618,2.235,3.945,25.235,0.541,0.745,0.508,0.780,1.197,1.836,1.096,9
6872,413.753,60.762,1909.600,2020.320,0.923,0.874,2.173,2.057,2.115,3.540,24.801,0.370,0.351,0.395,0.374,0.930,0.881,0.641,9
6873,465.570,56.063,1156.838,2033.822,1.159,1.409,2.730,3.317,3.024,4.428,17.633,0.365,0.443,0.408,0.493,0.960,1.161,0.753,9
6874,461.769,90.553,267.596,34.592,0.688,0.840,1.619,1.979,1.799,3.083,30.995,0.191,0.242,0.274,0.267,0.645,0.628,0.450,9
6875,417.544,60.677,1413.239,46.531,0.460,0.853,1.082,2.008,1.545,3.256,83.331,0.801,0.476,0.687,0.520,1.618,1.225,1.015,9
6876,427.644,48.194,710.181,49.057,0.981,1.144,2.310,2.694,2.502,3.702,20.238,0.413,0.481,0.437,0.512,1.030,1.205,0.793,9
6877,407.026,50.686,135.081,70.641,0.990,1.094,2.332,2.577,2.454,3.501,19.653,0.385,0.425,0.405,0.452,0.953,1.064,0.714,9
6878,441.507,56.502,582.252,74.271,1.128,1.050,2.657,2.474,2.565,4.211,22.102,0.441,0.411,0.472,0.440,1.112,1.036,0.760,9
6879,418.623,80.444,1552.484,158.190,0.704,0.622,1.659,1.464,1.561,3.095,35.707,0.253,0.284,0.371,0.245,0.875,0.576,0.524,9
6880,485.036,66.582,83.031,165.551,0.625,1.008,1.473,2.375,1.924,3.747,27.306,0.338,0.452,0.235,0.468,0.553,1.103,0.617,9
6881,458.190,52.540,91.985,210.070,0.800,1.314,1.883,3.094,2.489,3.959,22.227,0.357,0.573,0.336,0.605,0.791,1.425,0.815,9
6882,423.807,84.127,1550.596,235.421,1.026,0.605,2.416,1.424,1.920,3.582,46.182,0.359,0.201,0.372,0.409,0.877,0.964,0.651,9
6883,477.367,61.331,401.863,257.670,0.948,0.795,2.232,1.872,2.052,3.451,25.431,0.386,0.321,0.396,0.356,0.932,0.839,0.627,9
6884,428.330,48.952,1466.459,272.959,0.996,0.811,2.346,1.910,2.128,3.223,21.802,0.454,0.377,0.477,0.355,1.123,0.836,0.700,9
6885,444.398,42.984,1130.349,306.647,1.135,2.066,2.672,4.864,3.768,4.482,13.438,0.350,0.645,0.418,0.752,0.985,1.770,1.013,9
6886,434.895,65.762,1417.426,369.446,0.599,1.041,1.411,2.451,1.931,2.977,39.798,0.209,0.386,0.447,0.400,1.052,0.943,0.706,9
6887,487.235,50.347,317.873,372.893,1.056,0.874,2.488,2.058,2.273,3.768,23.572,0.501,0.417,0.523,0.419,1.232,0.987,0.789,9
6888,448.896,69.822,1198.856,401.117,0.845,1.704,1.990,4.012,3.001,3.793,17.694,0.217,0.438,0.224,0.481,0.528,1.132,0.625,9
6889,457.178,61.792,753.935,401.782,1.269,1.011,2.988,2.380,2.684,3.501,17.249,0.354,0.282,0.382,0.304,0.899,0.716,0.575,9
6890,419.147,33.506,1818.827,410.810,0.716,0.929,1.687,2.188,1.937,3.588,27.322,0.632,0.781,0.581,0.798,1.368,1.878,1.162,9
6891,493.772,67.599,217.163,429.211,0.724,0.747,1.704,1.759,1.732,4.086,34.991,0.408,0.412,0.370,0.402,0.872,0.946,0.644,9
6892,427.766,58.352,1661.317,484.122,1.124,0.820,2.646,1.932,2.289,3.391,21.099,0.414,0.306,0.434,0.299,1.022,0.705,0.621,9
6893,455.940,73.215,1229.582,497.481,0.729,1.207,1.717,2.843,2.280,3.690,26.266,0.229,0.394,0.308,0.413,0.724,0.972,0.606,9
6894,445.959,79.416,1037.513,501.973,0.545,1.302,1.283,3.066,2.175,3.416,74.109,0.139,0.426,0.581,0.444,1.368,1.045,0.861,9
6895,450.893,42.279,905.104,538.000,1.368,2.120,3.222,4.993,4.108,6.331,14.858,0.470,0.759,0.607,0.957,1.429,2.253,1.334,9
6896,483.111,68.423,614.137,619.267,0.665,0.902,1.567,2.124,1.845,3.288,26.072,0.297,0.360,0.244,0.371,0.575,0.875,0.523,9
6897,449.521,38.924,1393.159,626.685,1.033,1.586,2.432,3.734,3.083,3.891,15.826,0.419,0.645,0.465,0.711,1.096,1.675,1.001,9
6898,493.692,53.123,575.948,634.457,1.041,0.898,2.452,2.114,2.283,3.802,24.002,0.466,0.399,0.487,0.437,1.146,1.028,0.770,9
6899,449.260,70.586,1350.760,644.017,1.221,0.775,2.876,1.825,2.351,2.880,17.272,0.310,0.203,0.326,0.185,0.767,0.435,0.441,9
6900,501.356,83.711,432.196,653.950,0.760,0.410,1.789,0.965,1.377,3.479,35.901,0.334,0.734,0.318,0.327,0.750,0.769,0.537,9
6901,500.746,90.539,519.982,748.253,0.729,0.809,1.717,1.905,1.811,3.486,27.934,0.251,0.264,0.209,0.271,0.493,0.639,0.403,9
6902,510.559,90.260,107.678,776.191,0.893,0.877,2.102,2.066,2.084,3.842,27.145,0.268,0.265,0.284,0.270,0.668,0.636,0.461,9
6903,478.163,43.864,1135.961,849.539,1.218,0.785,2.867,1.848,2.358,3.864,24.932,0.657,0.412,0.691,0.509,1.627,1.200,1.011,9
6904,494.519,89.045,981.644,901.189,2.279,3.220,5.367,7.582,6.474,18.061,15.989,0.247,0.452,0.620,0.918,1.460,2.162,1.305,9
6905,495.453,70.071,710.014,907.518,0.499,1.661,1.175,3.911,2.543,3.980,22.104,0.336,0.592,0.183,0.616,0.431,1.451,0.757,9
6906,485.254,61.899,774.141,928.207,0.946,1.009,2.228,2.376,2.302,3.992,24.538,0.377,0.402,0.391,0.421,0.921,0.992,0.677,9
6907,437.865,71.452,1574.727,934.300,1.095,0.712,2.579,1.676,2.128,3.487,25.739,0.378,0.249,0.393,0.283,0.925,0.665,0.570,9
6908,484.540,40.286,701.284,968.013,1.563,0.741,3.680,1.746,2.713,4.344,22.472,0.914,0.456,0.968,0.399,2.281,0.941,1.233,9
6909,478.189,61.299,1127.277,996.787,0.958,1.209,2.257,2.846,2.551,3.500,18.762,0.293,0.370,0.314,0.394,0.739,0.927,0.593,9
6910,498.112,54.419,442.621,1002.934,0.718,0.937,1.690,2.205,1.948,3.752,31.674,0.375,0.503,0.482,0.509,1.135,1.198,0.825,9
6911,516.012,78.380,149.962,1019.380,0.706,0.912,1.663,2.147,1.905,3.752,28.385,0.291,0.347,0.235,0.367,0.554,0.863,0.513,9
6912,506.524,59.397,363.160,1024.593,0.733,1.272,1.725,2.995,2.360,3.812,23.310,0.308,0.513,0.288,0.538,0.677,1.266,0.718,9
6913,477.301,62.008,917.721,1057.074,1.045,2.421,2.462,5.702,4.082,4.438,13.381,0.219,0.524,0.261,0.631,0.614,1.487,0.804,9
6914,443.699,39.178,1759.085,1110.167,1.243,1.239,2.927,2.919,2.923,4.097,17.184,0.545,0.544,0.603,0.601,1.420,1.416,1.003,9
6915,527.798,51.367,32.117,1124.065,0.981,1.028,2.310,2.422,2.366,4.307,25.452,0.489,0.512,0.511,0.537,1.202,1.265,0.873,9
6916,424.658,59.119,1808.708,1137.935,1.145,1.112,2.696,2.618,2.657,3.494,17.307,0.335,0.326,0.361,0.351,0.851,0.826,0.593,9
6917,527.697,39.232,108.556,1143.950,1.465,0.526,3.450,1.239,2.345,3.853,23.217,0.965,0.572,0.998,0.335,2.349,0.789,1.239,9
6918,498.320,75.450,1023.915,1146.326,1.111,0.559,2.616,1.317,1.967,3.636,46.866,0.441,0.297,0.454,0.412,1.069,0.971,0.722,9
6919,469.548,70.815,1394.291,1160.300,0.894,0.952,2.105,2.242,2.173,3.782,25.360,0.318,0.339,0.336,0.356,0.791,0.838,0.576,9
6920,520.734,56.025,71.438,1169.059,1.383,0.631,3.256,1.487,2.371,3.658,21.848,0.586,0.318,0.610,0.231,1.437,0.544,0.768,9
6921,481.205,66.816,1088.081,1188.798,0.688,1.113,1.620,2.620,2.120,3.759,25.261,0.303,0.447,0.245,0.463,0.576,1.091,0.617,9
6922,502.414,73.880,954.184,1204.215,1.072,0.694,2.524,1.635,2.079,3.928,28.461,0.415,0.285,0.430,0.276,1.013,0.650,0.602,9
6923,506.088,172.687,386.506,1243.523,0.672,0.503,1.582,1.185,1.383,3.031,182.071,0.134,0.091,0.224,0.521,0.526,1.228,0.668,9
6924,463.378,56.166,1269.464,1278.823,1.477,0.972,3.479,2.289,2.884,4.306,19.449,0.512,0.337,0.556,0.366,1.310,0.862,0.784,9
6925,467.840,93.949,1304.428,1282.145,0.883,0.390,2.080,0.917,1.499,3.305,110.302,0.311,0.997,0.329,0.543,0.775,1.279,0.748,9
6926,496.922,59.007,489.807,1283.980,1.179,1.174,2.776,2.764,2.770,4.068,18.787,0.375,0.374,0.409,0.407,0.962,0.958,0.679,9
6927,526.222,31.300,137.976,1286.384,1.150,1.207,2.709,2.843,2.776,4.418,20.374,0.749,0.786,0.815,0.855,1.920,2.014,1.391,9
6928,426.357,53.620,1989.829,1287.156,1.070,0.905,2.519,2.130,2.324,3.816,23.200,0.466,0.395,0.489,0.407,1.152,0.958,0.749,9
6929,487.760,69.384,1017.050,1295.206,1.127,0.705,2.653,1.661,2.157,3.448,23.813,0.391,0.258,0.406,0.248,0.957,0.585,0.561,9
6930,475.808,64.248,1229.994,1357.992,1.046,0.661,2.464,1.557,2.011,3.635,25.421,0.449,0.322,0.462,0.240,1.087,0.564,0.612,9
6931,436.454,46.748,1815.108,1359.579,0.631,1.207,1.485,2.843,2.164,3.215,21.364,0.366,0.590,0.278,0.611,0.654,1.439,0.790,9
6932,518.771,30.503,155.913,1383.231,1.002,1.463,2.361,3.445,2.903,4.247,18.926,0.623,0.909,0.677,0.989,1.593,2.329,1.411,9
6933,523.812,48.853,167.513,1387.131,0.933,1.313,2.198,3.093,2.645,4.192,21.562,0.408,0.576,0.450,0.617,1.059,1.453,0.899,9
6934,493.524,83.175,946.093,1390.978,0.585,1.437,1.378,3.383,2.380,3.681,22.313,0.225,0.417,0.156,0.434,0.368,1.021,0.543,9
6935,432.262,64.642,1814.427,1394.861,1.381,0.707,3.252,1.666,2.459,3.431,20.113,0.447,0.244,0.469,0.217,1.103,0.511,0.608,9
6936,435.180,99.480,1815.220,1465.173,0.972,0.465,2.289,1.094,1.692,2.985,41.458,0.271,0.352,0.275,0.241,0.649,0.568,0.431,9
6937,510.208,86.234,335.130,1471.402,0.897,0.739,2.112,1.741,1.926,3.513,29.536,0.288,0.229,0.289,0.291,0.680,0.684,0.483,9
6938,474.503,91.558,1257.576,1475.822,0.978,0.786,2.303,1.851,2.077,3.232,22.835,0.247,0.202,0.259,0.197,0.610,0.464,0.383,9
6939,493.387,58.248,719.331,1479.529,0.955,1.061,2.249,2.497,2.373,3.709,21.973,0.359,0.399,0.382,0.422,0.900,0.994,0.671,9
6940,494.400,57.175,886.558,1494.395,0.591,1.244,1.392,2.928,2.160,4.079,53.232,0.282,0.653,0.681,0.679,1.603,1.600,1.132,9
6941,473.850,72.818,1166.851,1512.520,1.111,0.566,2.616,1.334,1.975,3.638,67.551,0.455,0.189,0.471,0.626,1.108,1.473,0.922,9
6942,450.399,70.776,1608.180,1516.182,1.299,0.671,3.059,1.580,2.320,3.693,23.642,0.444,0.252,0.464,0.228,1.092,0.537,0.608,9
6943,514.113,56.286,240.515,1517.725,0.587,1.082,1.381,2.547,1.964,4.033,62.678,0.282,0.629,0.801,0.651,1.886,1.533,1.215,9
6944,514.480,76.879,232.393,1544.548,1.068,1.237,2.516,2.913,2.714,3.851,18.528,0.257,0.298,0.279,0.322,0.658,0.759,0.502,9
6945,532.284,58.045,520.681,1574.060,1.123,0.895,2.644,2.107,2.376,4.416,26.048,0.509,0.408,0.537,0.414,1.264,0.975,0.798,9
6946,513.859,46.517,281.754,1582.939,1.057,1.458,2.490,3.433,2.962,4.439,18.727,0.426,0.587,0.471,0.646,1.109,1.520,0.941,9
6947,426.195,65.327,1963.980,1596.452,0.859,0.851,2.022,2.005,2.013,3.561,26.425,0.349,0.339,0.340,0.377,0.800,0.889,0.598,9
6948,484.730,60.006,1206.871,1608.378,1.017,1.152,2.394,2.714,2.554,3.684,19.497,0.331,0.375,0.352,0.401,0.829,0.944,0.628,9
6949,422.558,204.542,1933.801,1617.014,0.438,0.403,1.032,0.948,0.990,3.512,109.307,0.378,0.404,0.268,0.167,0.632,0.393,0.372,9
6950,520.118,66.245,290.653,1657.049,1.671,0.919,3.936,2.164,3.050,3.534,15.219,0.387,0.213,0.421,0.227,0.991,0.535,0.563,9
6951,489.792,64.155,63.997,1674.712,0.651,1.050,1.534,2.473,2.004,3.654,25.622,0.326,0.456,0.237,0.471,0.559,1.109,0.621,9
6952,497.794,73.421,789.889,1697.859,0.813,0.855,1.915,2.013,1.964,3.773,27.928,0.325,0.338,0.310,0.335,0.730,0.790,0.538,9
6953,523.375,128.980,294.920,1732.607,0.627,0.472,1.477,1.111,1.294,3.171,233.297,0.247,0.371,0.176,0.790,0.415,1.861,0.954,9
6954,442.625,49.289,1677.636,1767.032,0.915,0.822,2.154,1.937,2.045,3.282,23.402,0.441,0.404,0.467,0.383,1.100,0.902,0.711,9
6955,540.397,51.365,231.139,1833.286,0.558,1.004,1.313,2.365,1.839,4.211,34.579,0.562,0.695,0.401,0.714,0.944,1.681,0.964,9
6956,484.596,98.226,968.692,1860.982,0.729,1.146,1.717,2.699,2.208,3.777,26.474,0.190,0.297,0.217,0.310,0.510,0.730,0.445,9
6957,462.911,39.304,1386.624,1864.646,1.708,0.771,4.023,1.815,2.919,3.603,18.356,0.768,0.342,0.824,0.413,1.941,0.972,1.085,9
6958,446.565,50.860,1733.366,1886.252,1.214,0.569,2.858,1.341,2.099,4.138,37.509,0.750,0.480,0.775,0.489,1.826,1.151,1.079,9
6959,496.160,62.968,1008.396,1905.941,0.704,0.935,1.659,2.201,1.930,3.740,32.858,0.318,0.439,0.432,0.443,1.017,1.042,0.728,9
6960,430.098,52.979,1808.228,1913.120,1.222,0.654,2.877,1.540,2.209,3.791,24.763,0.605,0.368,0.628,0.295,1.479,0.695,0.817,9
6961,516.940,60.018,351.692,1943.520,1.006,1.179,2.368,2.775,2.572,4.300,22.597,0.378,0.443,0.406,0.474,0.956,1.117,0.735,9
6962,523.424,52.762,443.325,1954.795,1.209,1.538,2.847,3.623,3.235,5.624,19.762,0.453,0.576,0.520,0.654,1.224,1.541,0.984,9
6963,474.753,100.718,1236.684,1980.575,1.005,0.489,2.367,1.152,1.759,3.492,175.789,0.348,0.277,0.359,0.827,0.846,1.947,1.061,9
6964,413.885,90.855,1911.427,2029.265,0.845,0.606,1.989,1.428,1.708,3.391,35.569,0.286,0.247,0.315,0.263,0.741,0.620,0.483,9
6965,497.434,68.705,549.345,2042.448,1.057,1.116,2.490,2.629,2.560,3.793,19.984,0.307,0.324,0.329,0.347,0.775,0.818,0.564,9
6966,448.155,60.218,1397.639,2043.133,1.457,0.757,3.431,1.784,2.607,4.077,22.164,0.552,0.297,0.584,0.280,1.375,0.658,0.762,9
6967,443.751,50.953,506.330,1.529,0.724,1.494,1.705,3.517,2.611,4.706,25.292,0.333,0.767,0.407,0.896,0.958,2.111,1.159,9
6968,373.511,82.123,1919.438,6.431,0.879,1.456,2.070,3.428,2.749,4.152,20.861,0.219,0.365,0.248,0.391,0.584,0.921,0.545,9
6969,444.328,64.598,283.538,9.196,1.015,0.921,2.391,2.168,2.280,3.353,20.968,0.330,0.300,0.348,0.311,0.821,0.733,0.550,9
6970,419.475,46.662,1115.283,45.427,1.072,1.084,2.523,2.552,2.538,3.553,18.952,0.435,0.440,0.465,0.471,1.094,1.108,0.779,9
6971,450.671,76.615,17.064,66.836,0.878,0.985,2.069,2.320,2.195,3.707,24.190,0.283,0.316,0.283,0.328,0.665,0.772,0.509,9
6972,409.336,49.573,159.768,83.021,1.095,1.835,2.578,4.322,3.450,4.544,15.882,0.347,0.591,0.398,0.679,0.937,1.599,0.927,9
6973,422.592,54.036,913.424,87.171,1.015,1.282,2.390,3.020,2.705,3.619,17.725,0.332,0.420,0.361,0.452,0.850,1.064,0.681,9
6974,455.604,45.959,519.560,96.915,0.571,1.358,1.344,3.198,2.271,3.617,53.381,0.299,0.762,0.802,0.795,1.887,1.871,1.329,9
6975,426.587,43.563,1337.499,112.395,1.300,0.977,3.060,2.301,2.681,3.883,19.367,0.576,0.433,0.619,0.472,1.459,1.110,0.917,9
6976,446.841,84.000,93.769,114.684,0.806,0.547,1.898,1.288,1.593,3.905,64.361,0.383,0.372,0.386,0.489,0.908,1.153,0.734,9
6977,481.097,56.512,332.924,179.194,0.760,0.979,1.791,2.306,2.048,3.858,27.101,0.394,0.489,0.352,0.504,0.828,1.187,0.724,9
6978,474.322,73.244,446.619,198.774,0.882,0.919,2.076,2.165,2.120,3.511,24.432,0.290,0.304,0.313,0.315,0.738,0.742,0.523,9
6979,434.591,41.602,1133.161,215.131,1.089,1.594,2.563,3.753,3.158,4.277,16.263,0.425,0.623,0.479,0.695,1.129,1.636,0.994,9
6980,486.976,81.821,226.388,236.559,1.286,0.568,3.028,1.338,2.183,3.539,55.677,0.413,0.170,0.430,0.464,1.013,1.094,0.745,9
6981,445.310,76.307,1237.678,255.147,0.906,0.934,2.134,2.199,2.166,3.702,24.829,0.294,0.304,0.312,0.313,0.734,0.737,0.520,9
6982,386.364,56.201,1969.742,258.337,1.144,1.968,2.693,4.635,3.664,4.810,14.721,0.297,0.515,0.353,0.595,0.831,1.402,0.815,9
