 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
1,375.361,912.833,768.101,946.914,2.462,2.819,5.798,6.639,6.218,24.504,21.320,0.034,0.043,0.085,0.101,0.201,0.238,0.156,7
2,334.426,907.488,1114.041,393.075,2.836,3.234,6.678,7.615,7.147,58.264,50.093,0.055,0.074,0.192,0.229,0.453,0.539,0.352,7
3,397.619,555.129,774.218,908.597,2.411,2.504,5.677,5.896,5.786,20.767,18.684,0.055,0.059,0.126,0.133,0.297,0.312,0.215,7
4,321.709,619.742,1264.518,1967.408,2.691,2.813,6.336,6.624,6.480,26.821,22.935,0.049,0.052,0.140,0.143,0.330,0.338,0.236,7
5,384.855,477.733,1413.261,1245.422,2.552,2.486,6.010,5.855,5.933,19.092,16.875,0.058,0.057,0.136,0.136,0.320,0.321,0.227,7
6,358.053,501.460,673.377,610.111,2.865,2.674,6.747,6.297,6.522,24.677,20.930,0.054,0.049,0.162,0.152,0.381,0.359,0.262,7
7,386.751,498.312,641.051,1720.205,3.409,3.058,8.027,7.200,7.614,56.182,49.507,0.081,0.069,0.358,0.331,0.844,0.779,0.574,7
8,388.502,367.008,300.872,1854.118,2.387,2.438,5.622,5.742,5.682,21.820,19.352,0.086,0.088,0.200,0.202,0.470,0.476,0.335,7
9,409.758,371.835,1112.881,1336.783,2.546,2.514,5.996,5.919,5.957,19.868,17.086,0.070,0.069,0.177,0.176,0.416,0.414,0.293,7
10,352.714,330.475,1301.295,99.152,2.246,2.350,5.289,5.535,5.412,12.993,12.366,0.065,0.069,0.137,0.140,0.322,0.330,0.231,7
11,357.458,348.642,292.447,1836.780,2.525,2.655,5.947,6.251,6.099,17.461,15.161,0.065,0.068,0.167,0.169,0.392,0.398,0.279,7
12,387.135,304.990,698.167,1517.514,2.262,2.175,5.327,5.121,5.224,13.306,13.755,0.086,0.083,0.161,0.159,0.379,0.373,0.266,7
13,381.004,266.187,808.205,1344.652,2.077,2.233,4.890,5.259,5.075,12.059,13.046,0.089,0.096,0.164,0.173,0.386,0.407,0.281,7
14,357.021,315.369,1924.628,1095.611,2.909,2.717,6.851,6.397,6.624,25.518,21.936,0.103,0.093,0.278,0.263,0.654,0.619,0.450,7
15,352.132,335.338,711.478,1416.175,2.601,2.659,6.124,6.262,6.193,14.663,13.333,0.070,0.079,0.153,0.170,0.359,0.400,0.269,7
16,346.448,282.125,823.831,641.930,2.436,2.491,5.736,5.865,5.800,16.278,14.199,0.079,0.081,0.192,0.194,0.451,0.457,0.321,7
17,311.784,315.582,1729.934,278.638,2.466,2.816,5.806,6.632,6.219,19.667,16.894,0.072,0.089,0.195,0.222,0.460,0.523,0.348,7
18,385.936,224.194,253.394,611.153,2.309,2.504,5.438,5.896,5.667,13.951,13.660,0.110,0.125,0.221,0.242,0.520,0.570,0.386,7
19,381.865,249.247,724.772,1489.733,2.517,2.348,5.926,5.529,5.727,14.645,13.706,0.102,0.096,0.210,0.207,0.495,0.487,0.347,7
20,376.989,289.244,855.985,660.868,2.813,2.557,6.623,6.021,6.322,24.288,20.561,0.098,0.087,0.278,0.261,0.654,0.614,0.449,7
21,300.283,375.514,1954.485,762.450,3.196,3.263,7.527,7.683,7.605,49.808,43.747,0.099,0.102,0.412,0.418,0.971,0.984,0.691,7
22,378.582,222.761,1173.859,341.825,2.121,2.275,4.994,5.357,5.175,13.790,14.097,0.113,0.122,0.219,0.230,0.517,0.541,0.374,7
23,357.372,252.658,1362.606,1202.649,2.439,2.470,5.742,5.816,5.779,14.987,13.954,0.099,0.101,0.210,0.213,0.496,0.503,0.353,7
24,317.650,270.076,713.392,1454.872,2.566,2.782,6.041,6.552,6.297,20.362,17.364,0.084,0.092,0.240,0.251,0.565,0.590,0.408,7
25,352.724,284.063,1136.961,1171.774,2.750,2.844,6.475,6.697,6.586,21.930,19.065,0.100,0.120,0.252,0.293,0.594,0.691,0.456,7
26,341.163,251.921,1280.308,1109.123,2.590,2.727,6.100,6.423,6.261,16.066,14.521,0.101,0.115,0.223,0.248,0.525,0.585,0.393,7
27,356.156,256.580,1315.771,1221.278,2.757,3.190,6.493,7.513,7.003,24.691,21.395,0.120,0.166,0.317,0.390,0.746,0.918,0.591,7
28,334.304,233.490,778.813,1297.382,2.561,2.698,6.031,6.353,6.192,17.610,15.547,0.108,0.111,0.261,0.260,0.614,0.613,0.434,7
29,353.939,240.561,1188.137,1311.341,2.643,2.469,6.223,5.815,6.019,16.163,13.938,0.091,0.084,0.227,0.218,0.534,0.514,0.370,7
30,354.481,228.149,656.342,1682.992,2.176,2.699,5.125,6.356,5.741,13.198,12.686,0.090,0.114,0.194,0.223,0.457,0.525,0.348,7
31,378.495,179.944,1126.452,383.204,1.908,2.194,4.493,5.167,4.830,9.283,11.704,0.115,0.133,0.193,0.213,0.455,0.501,0.338,7
32,380.198,168.025,702.945,1716.303,2.113,2.211,4.976,5.207,5.091,11.583,12.276,0.133,0.141,0.249,0.258,0.587,0.608,0.423,7
33,317.795,270.052,1701.899,272.061,3.458,3.101,8.143,7.302,7.723,27.949,24.188,0.192,0.109,0.464,0.328,1.092,0.773,0.669,7
34,336.771,144.184,1886.222,1403.441,1.756,1.622,4.135,3.819,3.977,6.025,12.621,0.153,0.141,0.199,0.187,0.470,0.440,0.322,7
35,351.290,226.425,551.247,1459.790,2.549,2.953,6.001,6.953,6.477,24.675,20.968,0.107,0.130,0.333,0.369,0.784,0.868,0.585,7
36,370.154,235.978,1090.425,2022.768,2.879,2.731,6.779,6.431,6.605,27.036,22.987,0.123,0.113,0.375,0.357,0.883,0.841,0.610,7
37,325.383,247.031,785.306,1347.199,2.817,2.949,6.634,6.945,6.789,20.813,17.964,0.102,0.123,0.273,0.316,0.643,0.745,0.492,7
38,313.314,271.464,584.808,1511.662,3.264,2.970,7.685,6.994,7.340,26.875,23.206,0.126,0.094,0.368,0.307,0.866,0.723,0.564,7
39,319.324,591.876,138.886,1098.977,0.326,0.313,0.769,0.738,0.753,3.103,474.912,0.649,0.569,0.272,0.184,0.641,0.433,0.387,7
40,293.216,233.506,602.338,1659.792,3.662,3.655,8.623,8.608,8.615,71.838,65.522,0.177,0.165,0.974,0.945,2.293,2.226,1.598,7
41,336.320,206.203,253.539,625.742,2.684,2.779,6.321,6.544,6.433,20.940,17.886,0.116,0.119,0.331,0.332,0.778,0.783,0.552,7
42,424.908,165.270,1365.192,762.192,2.524,2.334,5.943,5.497,5.720,18.346,16.292,0.170,0.155,0.386,0.367,0.909,0.864,0.627,7
43,251.299,316.816,1571.743,1121.963,4.167,4.494,9.812,10.582,10.197,80.799,75.856,0.145,0.129,0.873,0.857,2.055,2.019,1.440,7
44,348.150,175.538,1259.016,1254.522,2.952,2.405,6.951,5.663,6.307,20.904,18.124,0.172,0.134,0.425,0.372,1.000,0.875,0.664,7
45,344.722,201.981,1985.113,647.377,3.064,2.471,7.216,5.818,6.517,19.411,16.880,0.138,0.106,0.345,0.301,0.813,0.708,0.539,7
46,342.109,221.401,1185.190,304.371,3.220,3.953,7.582,9.308,8.445,43.245,38.832,0.132,0.178,0.594,0.696,1.399,1.638,1.077,7
47,333.471,150.045,2002.834,1072.042,2.665,2.177,6.275,5.126,5.700,9.595,10.178,0.159,0.123,0.277,0.232,0.653,0.546,0.425,7
48,342.928,184.661,664.139,1497.220,2.540,3.008,5.982,7.084,6.533,16.657,15.148,0.140,0.171,0.322,0.358,0.758,0.842,0.567,7
49,363.636,208.191,618.670,1714.354,2.478,2.871,5.836,6.761,6.299,18.676,16.101,0.104,0.130,0.282,0.323,0.664,0.760,0.505,7
50,363.594,157.110,1159.509,1128.851,2.414,2.161,5.684,5.090,5.387,8.532,9.882,0.134,0.122,0.223,0.215,0.525,0.506,0.364,7
51,399.456,151.069,845.523,1326.631,1.774,2.454,4.178,5.779,4.979,8.587,11.435,0.123,0.179,0.204,0.272,0.481,0.641,0.401,7
52,324.765,131.282,1815.553,1772.851,2.170,2.127,5.110,5.009,5.060,8.467,10.972,0.167,0.169,0.264,0.274,0.621,0.644,0.447,7
53,358.621,121.991,240.758,2007.933,1.984,2.243,4.671,5.283,4.977,11.849,13.393,0.194,0.222,0.352,0.381,0.829,0.897,0.611,7
54,322.340,179.446,1302.863,1909.599,2.987,2.857,7.034,6.728,6.881,15.773,14.051,0.156,0.170,0.335,0.367,0.788,0.864,0.585,7
55,351.932,154.576,1169.181,380.954,2.315,2.607,5.452,6.139,5.796,11.604,11.616,0.140,0.168,0.272,0.313,0.640,0.737,0.488,7
56,341.216,158.688,1122.023,445.407,2.535,2.395,5.970,5.639,5.805,14.810,13.104,0.139,0.131,0.320,0.312,0.753,0.735,0.526,7
57,338.577,147.536,1377.205,804.326,2.854,3.281,6.720,7.725,7.223,28.317,24.535,0.192,0.232,0.612,0.677,1.442,1.595,1.075,7
58,334.712,123.026,1336.792,109.721,2.738,2.761,6.448,6.503,6.475,18.838,16.409,0.213,0.213,0.532,0.531,1.252,1.249,0.884,7
59,383.396,123.123,599.426,1445.243,2.173,2.049,5.118,4.824,4.971,11.189,12.800,0.204,0.191,0.353,0.337,0.832,0.794,0.575,7
60,333.901,159.865,1548.478,1186.932,2.815,2.531,6.628,5.961,6.295,19.910,16.974,0.162,0.137,0.429,0.389,1.010,0.916,0.682,7
61,330.914,107.058,1741.206,1415.933,2.227,1.520,5.245,3.580,4.412,6.944,12.467,0.256,0.171,0.342,0.248,0.805,0.585,0.498,7
62,374.403,161.887,630.468,1479.201,2.419,3.317,5.695,7.810,6.753,16.748,15.153,0.157,0.390,0.339,0.621,0.799,1.463,0.834,7
63,363.707,131.547,656.523,629.740,2.394,2.683,5.637,6.317,5.977,15.962,14.109,0.163,0.186,0.400,0.427,0.941,1.005,0.688,7
64,379.005,154.187,1365.103,948.858,2.457,2.795,5.785,6.582,6.184,18.731,16.297,0.152,0.191,0.386,0.451,0.909,1.063,0.699,7
65,403.620,106.364,752.037,986.258,1.975,1.755,4.651,4.133,4.392,7.782,12.249,0.222,0.196,0.321,0.295,0.755,0.694,0.513,7
66,327.618,165.062,1889.533,1099.557,2.954,2.830,6.956,6.663,6.810,17.408,15.253,0.196,0.153,0.440,0.361,1.035,0.851,0.670,7
67,378.655,155.114,1237.115,1156.295,2.445,2.961,5.758,6.973,6.365,17.309,15.533,0.151,0.186,0.373,0.415,0.878,0.977,0.657,7
68,352.864,129.678,741.298,1322.384,2.160,2.391,5.086,5.631,5.359,8.812,10.568,0.158,0.194,0.262,0.319,0.618,0.750,0.486,7
69,301.170,132.773,1987.901,1394.257,2.433,2.642,5.729,6.222,5.975,15.229,13.439,0.156,0.181,0.375,0.415,0.882,0.978,0.659,7
70,350.104,128.159,1093.601,398.591,2.468,3.026,5.811,7.126,6.468,11.984,12.276,0.220,0.314,0.399,0.501,0.940,1.180,0.754,7
71,349.023,167.358,1086.155,419.266,2.808,2.858,6.611,6.731,6.671,22.557,19.284,0.143,0.155,0.428,0.453,1.007,1.067,0.734,7
72,362.292,118.251,1273.333,1239.222,2.170,1.873,5.109,4.411,4.760,8.932,11.495,0.199,0.169,0.315,0.284,0.742,0.668,0.499,7
73,357.565,146.983,1892.094,1932.701,3.062,2.628,7.211,6.189,6.700,15.651,14.182,0.209,0.176,0.431,0.397,1.015,0.935,0.690,7
74,357.877,128.446,375.131,518.609,2.330,2.626,5.487,6.183,5.835,11.156,11.180,0.162,0.226,0.304,0.409,0.716,0.964,0.601,7
75,351.377,125.602,826.101,850.928,2.699,2.445,6.357,5.757,6.057,14.881,13.148,0.195,0.161,0.443,0.385,1.043,0.906,0.691,7
76,325.437,108.994,1835.604,234.436,2.426,2.616,5.712,6.161,5.936,14.803,13.128,0.189,0.211,0.451,0.482,1.061,1.136,0.777,7
77,352.052,148.758,1373.840,1164.306,2.784,2.323,6.555,5.469,6.012,9.711,10.264,0.179,0.139,0.304,0.257,0.716,0.605,0.469,7
78,336.695,86.335,286.592,1914.846,1.545,2.098,3.637,4.940,4.289,5.627,10.473,0.183,0.251,0.258,0.333,0.609,0.783,0.496,7
79,370.058,141.367,636.078,735.908,2.710,4.006,6.382,9.434,7.908,21.137,18.535,0.195,0.539,0.499,0.890,1.176,2.097,1.202,7
80,362.677,104.071,1091.588,1223.306,3.036,2.684,7.150,6.319,6.734,15.814,14.123,0.257,0.238,0.570,0.564,1.341,1.329,0.944,7
81,353.495,124.363,691.236,1425.847,2.448,2.620,5.764,6.170,5.967,13.131,12.614,0.191,0.220,0.382,0.430,0.900,1.014,0.678,7
82,323.614,107.437,2013.560,999.714,2.198,1.926,5.177,4.535,4.856,9.226,11.551,0.222,0.190,0.358,0.321,0.843,0.757,0.566,7
83,359.918,89.778,698.410,1058.833,3.042,2.345,7.163,5.523,6.343,17.659,15.172,0.293,0.205,0.726,0.594,1.710,1.398,1.104,7
84,373.085,134.253,1247.191,1131.458,2.479,2.964,5.837,6.979,6.408,13.980,12.970,0.168,0.200,0.376,0.409,0.886,0.963,0.654,7
85,356.646,114.408,1201.672,1210.853,2.341,2.139,5.513,5.038,5.276,8.834,10.470,0.190,0.179,0.312,0.309,0.735,0.728,0.517,7
86,341.327,74.290,1149.803,1838.098,1.486,1.284,3.499,3.024,3.262,3.650,12.398,0.248,0.214,0.285,0.248,0.670,0.584,0.444,7
87,353.824,118.004,628.115,1515.955,2.930,2.379,6.900,5.602,6.251,15.246,13.232,0.216,0.153,0.500,0.401,1.176,0.943,0.754,7
88,342.117,128.673,298.021,1814.739,2.913,2.733,6.859,6.435,6.647,18.003,15.468,0.191,0.160,0.505,0.445,1.188,1.049,0.792,7
89,359.618,87.837,1396.332,1909.065,1.403,1.347,3.305,3.172,3.239,4.700,16.209,0.259,0.248,0.296,0.286,0.698,0.673,0.485,7
90,363.853,67.526,802.092,864.768,1.561,1.516,3.675,3.569,3.622,5.622,14.790,0.341,0.331,0.419,0.408,0.988,0.962,0.689,7
91,366.242,93.744,1199.598,1226.991,1.996,2.018,4.700,4.752,4.726,8.096,11.715,0.236,0.244,0.356,0.372,0.839,0.876,0.607,7
92,357.006,152.828,729.374,1228.799,3.455,3.174,8.137,7.473,7.805,32.231,28.278,0.215,0.217,0.709,0.727,1.670,1.712,1.196,7
93,326.779,94.438,1794.567,1024.216,2.282,2.414,5.374,5.685,5.529,11.686,11.154,0.208,0.219,0.435,0.444,1.025,1.046,0.732,7
94,312.298,60.995,1823.909,2011.944,1.465,1.411,3.450,3.323,3.386,3.977,12.294,0.295,0.284,0.348,0.336,0.819,0.791,0.569,7
95,366.388,74.162,430.309,413.597,1.862,1.610,4.385,3.791,4.088,5.030,10.262,0.256,0.219,0.335,0.295,0.789,0.694,0.525,7
96,338.477,68.809,2046.731,1053.047,1.629,1.524,3.836,3.590,3.713,4.820,12.196,0.824,0.275,0.738,0.328,1.738,0.773,0.951,7
97,377.964,99.836,642.118,1473.909,1.187,1.992,2.794,4.690,3.742,5.000,14.419,0.170,0.287,0.205,0.335,0.484,0.789,0.463,7
98,330.441,81.098,1924.012,698.713,1.592,1.759,3.749,4.141,3.945,5.306,11.634,0.226,0.251,0.296,0.323,0.697,0.760,0.515,7
99,353.903,123.111,1371.249,804.736,2.675,2.707,6.298,6.374,6.336,15.068,13.507,0.208,0.189,0.471,0.422,1.108,0.993,0.744,7
100,369.675,81.666,1741.311,1021.629,2.220,1.657,5.227,3.901,4.564,6.968,11.261,0.303,0.219,0.426,0.328,1.004,0.772,0.633,7
101,368.427,100.066,1118.773,1288.048,2.013,2.179,4.740,5.132,4.936,8.487,9.657,0.174,0.190,0.312,0.328,0.735,0.772,0.533,7
102,351.396,116.856,739.750,1477.600,4.215,2.825,9.926,6.652,8.289,21.157,18.910,0.369,0.213,0.877,0.613,2.064,1.444,1.259,7
103,326.487,81.914,1381.046,1575.199,2.004,1.877,4.718,4.420,4.569,6.524,9.039,0.212,0.198,0.328,0.314,0.772,0.739,0.534,7
104,389.518,78.711,1152.317,421.381,2.605,2.963,6.135,6.977,6.556,12.067,11.644,0.309,0.601,0.575,0.931,1.354,2.193,1.289,7
105,343.727,98.695,702.362,517.054,2.101,2.621,4.949,6.171,5.560,11.507,11.045,0.178,0.230,0.386,0.448,0.909,1.054,0.696,7
106,363.119,81.334,639.338,683.604,2.575,1.820,6.064,4.286,5.175,8.809,10.748,0.324,0.213,0.513,0.376,1.208,0.886,0.749,7
107,362.223,94.679,637.744,1037.755,2.519,1.997,5.933,4.703,5.318,8.865,10.128,0.269,0.187,0.446,0.331,1.051,0.779,0.654,7
108,354.022,89.125,1185.736,1341.363,2.547,2.515,5.998,5.922,5.960,16.114,14.411,0.281,0.269,0.642,0.615,1.511,1.448,1.046,7
109,333.331,112.911,1256.775,1984.240,2.665,3.516,6.275,8.279,7.277,20.794,17.853,0.161,0.290,0.538,0.756,1.267,1.781,1.093,7
110,329.318,109.120,1084.383,434.787,3.416,2.921,8.044,6.878,7.461,25.628,22.332,0.263,0.212,0.823,0.737,1.938,1.735,1.301,7
111,345.292,67.110,1988.943,688.379,1.752,2.177,4.125,5.125,4.625,7.139,10.183,0.252,0.319,0.403,0.475,0.949,1.119,0.734,7
112,316.705,131.811,1375.737,866.335,2.954,3.061,6.956,7.208,7.082,15.482,13.438,0.155,0.212,0.392,0.496,0.922,1.169,0.744,7
113,342.020,95.490,1178.519,1351.103,2.547,3.046,5.998,7.172,6.585,17.499,15.118,0.209,0.284,0.574,0.694,1.352,1.635,1.061,7
114,353.829,118.089,313.275,1720.678,2.637,2.859,6.209,6.733,6.471,18.647,15.943,0.175,0.202,0.498,0.546,1.173,1.286,0.870,7
115,322.087,89.255,2035.386,1746.114,1.857,1.588,4.372,3.739,4.056,5.197,10.435,0.215,0.183,0.283,0.250,0.667,0.588,0.445,7
116,394.621,91.200,1170.433,351.986,2.073,3.723,4.881,8.766,6.823,12.529,11.788,0.192,0.665,0.421,0.966,0.990,2.274,1.240,7
117,332.515,152.962,634.483,722.411,3.878,3.295,9.132,7.760,8.446,34.047,30.235,0.279,0.162,0.891,0.674,2.099,1.588,1.316,7
118,319.317,79.838,1671.732,1322.737,0.900,0.845,2.118,1.989,2.053,2.812,20.322,0.228,0.214,0.238,0.224,0.560,0.527,0.385,7
119,345.215,103.981,1379.325,856.828,2.209,2.289,5.201,5.390,5.296,9.673,11.015,0.204,0.226,0.351,0.392,0.826,0.924,0.620,7
120,348.355,70.257,1151.843,1153.272,2.304,3.067,5.426,7.222,6.324,8.511,10.293,0.373,0.432,0.601,0.675,1.416,1.590,1.065,7
121,377.431,80.014,620.358,1516.076,3.033,1.978,7.143,4.659,5.901,13.473,12.989,0.412,0.234,0.769,0.525,1.811,1.236,1.096,7
122,305.040,80.014,1868.245,1762.915,2.969,2.255,6.992,5.310,6.151,15.136,13.299,0.341,0.227,0.750,0.583,1.766,1.373,1.118,7
123,320.433,54.219,1066.882,210.307,1.677,0.830,3.950,1.954,2.952,3.284,15.553,0.476,0.235,0.513,0.264,1.207,0.621,0.679,7
124,319.037,60.935,1970.126,288.869,1.434,1.198,3.377,2.821,3.099,3.147,11.922,0.281,0.234,0.315,0.265,0.742,0.623,0.485,7
125,344.424,110.291,1359.327,741.884,3.067,3.657,7.222,8.612,7.917,27.143,23.922,0.264,0.289,0.852,0.882,2.005,2.078,1.444,7
126,366.081,54.473,2000.096,1262.756,1.452,2.561,3.420,6.030,4.725,5.442,10.365,0.261,0.483,0.363,0.644,0.854,1.518,0.871,7
127,357.534,73.797,244.729,1989.355,2.186,1.790,5.148,4.215,4.681,6.610,10.427,0.316,0.241,0.459,0.355,1.081,0.837,0.683,7
128,306.385,57.503,1476.606,45.802,1.080,1.142,2.543,2.689,2.616,3.135,15.946,0.299,0.316,0.322,0.340,0.759,0.800,0.551,7
129,326.256,43.087,410.985,547.894,1.055,1.208,2.485,2.846,2.665,3.102,15.336,0.376,0.431,0.404,0.464,0.951,1.093,0.724,7
130,327.993,50.662,588.692,817.426,1.044,1.308,2.459,3.081,2.770,3.458,16.197,0.334,0.418,0.363,0.453,0.855,1.068,0.684,7
131,381.449,87.129,1730.763,1031.890,1.074,1.242,2.528,2.924,2.726,3.467,16.534,0.204,0.236,0.221,0.255,0.520,0.601,0.397,7
132,368.373,94.072,1290.315,1091.568,2.659,3.084,6.261,7.261,6.761,22.237,18.994,0.221,0.279,0.718,0.817,1.691,1.924,1.281,7
133,315.195,45.623,1999.694,1109.464,0.909,1.266,2.141,2.982,2.562,3.672,19.793,0.393,0.548,0.424,0.583,0.999,1.374,0.849,7
134,341.314,134.134,1247.888,1275.941,0.769,0.441,1.812,1.039,1.425,2.909,27.646,0.176,0.291,0.158,0.141,0.373,0.332,0.250,7
135,323.898,62.511,516.896,1361.912,1.021,0.988,2.403,2.327,2.365,2.742,16.205,0.266,0.257,0.279,0.269,0.657,0.634,0.456,7
136,332.677,65.174,771.186,1575.493,1.238,0.947,2.916,2.230,2.573,2.921,15.526,0.293,0.224,0.313,0.245,0.738,0.576,0.468,7
137,310.503,60.761,540.979,118.780,1.401,0.718,3.299,1.691,2.495,3.176,18.817,0.436,0.232,0.459,0.233,1.080,0.549,0.606,7
138,319.447,51.716,1126.160,359.657,1.915,1.070,4.510,2.519,3.514,4.046,13.606,0.503,0.279,0.570,0.325,1.341,0.765,0.772,7
139,319.835,52.401,1657.718,363.786,0.792,1.413,1.866,3.327,2.597,3.615,20.189,0.302,0.539,0.330,0.571,0.778,1.345,0.777,7
140,378.990,104.831,1115.558,447.714,0.606,0.765,1.426,1.801,1.613,3.370,53.644,0.173,0.243,0.378,0.259,0.890,0.609,0.539,7
141,322.069,62.585,1201.139,518.268,1.250,0.988,2.944,2.326,2.635,3.257,16.558,0.331,0.261,0.355,0.281,0.836,0.662,0.533,7
142,367.291,85.985,427.700,583.928,2.358,2.454,5.553,5.779,5.666,13.291,11.914,0.227,0.237,0.522,0.532,1.229,1.253,0.878,7
143,318.509,69.938,2046.905,1074.349,1.655,1.781,3.896,4.193,4.045,5.470,12.592,0.954,0.299,0.807,0.374,1.899,0.881,1.047,7
144,344.508,78.108,1627.851,1089.342,2.275,2.368,5.357,5.576,5.467,7.732,9.479,0.259,0.282,0.422,0.456,0.994,1.073,0.732,7
145,316.955,68.981,2018.058,1095.623,1.816,2.351,4.277,5.537,4.907,7.357,10.432,0.257,0.375,0.401,0.563,0.945,1.326,0.814,7
146,320.027,58.732,372.379,1232.104,1.293,1.086,3.044,2.558,2.801,3.744,17.100,0.377,0.316,0.410,0.345,0.966,0.812,0.631,7
147,329.560,58.582,1573.340,1670.161,1.822,0.995,4.290,2.342,3.316,4.020,15.157,0.471,0.257,0.524,0.288,1.235,0.678,0.704,7
148,324.723,103.687,503.223,1757.815,0.543,0.576,1.280,1.357,1.318,2.497,35.834,0.240,0.222,0.212,0.180,0.499,0.423,0.327,7
149,332.243,90.007,1827.998,329.732,2.519,2.257,5.931,5.314,5.623,8.696,9.927,0.256,0.227,0.425,0.395,1.002,0.930,0.683,7
150,354.314,148.197,1976.752,629.687,0.577,0.555,1.358,1.307,1.333,2.903,57.644,0.181,0.182,0.179,0.235,0.422,0.553,0.348,7
151,367.044,83.667,1590.095,1096.654,2.655,2.703,6.252,6.365,6.309,20.579,17.462,0.272,0.282,0.784,0.802,1.847,1.888,1.321,7
152,371.225,70.786,1149.484,1191.079,2.212,1.883,5.210,4.435,4.822,7.740,9.735,0.287,0.239,0.459,0.406,1.081,0.955,0.721,7
153,356.124,65.927,1261.090,1193.476,0.962,0.752,2.266,1.772,2.019,3.147,25.155,0.340,0.255,0.348,0.332,0.819,0.783,0.566,7
154,346.099,89.948,1640.765,1203.440,1.037,1.099,2.442,2.588,2.515,3.440,18.621,0.215,0.227,0.229,0.243,0.538,0.572,0.393,7
155,364.681,70.085,721.154,1311.175,2.722,2.146,6.410,5.055,5.732,10.804,10.888,0.336,0.259,0.622,0.530,1.464,1.249,0.962,7
156,387.469,80.411,1203.192,1325.030,1.721,2.449,4.053,5.767,4.910,8.610,11.406,0.224,0.329,0.380,0.499,0.896,1.176,0.739,7
157,320.513,53.618,914.179,1498.547,1.384,1.234,3.258,2.906,3.082,4.109,15.657,0.404,0.360,0.454,0.406,1.069,0.956,0.717,7
158,318.587,56.475,358.377,1669.233,0.915,0.978,2.155,2.302,2.228,3.218,20.871,0.335,0.359,0.359,0.376,0.846,0.884,0.612,7
159,318.496,73.453,140.410,1709.653,0.843,0.963,1.985,2.267,2.126,2.804,19.737,0.219,0.252,0.245,0.265,0.576,0.625,0.425,7
160,327.556,73.058,1779.425,1762.551,1.914,2.357,4.506,5.550,5.028,8.922,10.998,0.260,0.330,0.446,0.529,1.051,1.246,0.815,7
161,321.381,58.029,863.967,1764.707,1.218,1.504,2.868,3.542,3.205,2.987,10.643,0.223,0.276,0.256,0.313,0.602,0.737,0.476,7
162,354.946,78.472,298.000,1801.749,2.982,2.100,7.023,4.946,5.984,7.077,9.159,0.355,0.235,0.532,0.383,1.253,0.903,0.772,7
163,314.162,75.289,82.462,1848.287,0.808,0.802,1.904,1.890,1.897,3.065,25.533,0.256,0.259,0.298,0.275,0.703,0.648,0.478,7
164,312.837,58.868,356.295,219.200,1.283,1.012,3.021,2.384,2.703,2.884,14.070,0.307,0.242,0.331,0.261,0.780,0.615,0.496,7
165,372.766,37.802,417.677,502.339,2.212,1.237,5.209,2.912,4.061,5.436,13.878,0.811,0.444,0.984,0.559,2.316,1.316,1.332,7
166,320.759,50.101,1649.923,637.371,1.054,0.698,2.481,1.643,2.062,3.005,24.486,0.463,0.300,0.479,0.398,1.128,0.936,0.733,7
167,345.328,47.367,215.950,706.014,0.872,1.007,2.054,2.371,2.213,3.223,20.787,0.392,0.449,0.389,0.466,0.917,1.097,0.715,7
168,321.269,61.569,573.051,738.188,1.074,0.732,2.530,1.723,2.126,2.610,18.036,0.321,0.227,0.333,0.216,0.783,0.510,0.467,7
169,368.696,66.167,1375.798,914.622,1.545,2.008,3.637,4.729,4.183,5.132,11.101,0.253,0.348,0.332,0.455,0.781,1.072,0.663,7
170,390.934,59.207,729.649,1033.026,1.152,1.912,2.714,4.502,3.608,4.627,14.267,0.276,0.459,0.328,0.529,0.771,1.246,0.733,7
171,332.190,60.669,1206.142,1136.602,0.600,1.852,1.412,4.361,2.886,4.163,22.383,0.292,0.714,0.228,0.762,0.538,1.795,0.937,7
172,345.106,98.357,777.521,1142.549,2.983,2.778,7.024,6.542,6.783,20.013,17.115,0.221,0.199,0.674,0.638,1.587,1.502,1.093,7
173,326.985,50.088,620.858,1178.806,1.063,1.158,2.503,2.726,2.615,3.540,18.019,0.383,0.417,0.410,0.447,0.966,1.054,0.715,7
174,335.302,56.739,1980.284,1185.302,1.348,2.002,3.174,4.715,3.944,5.257,12.950,0.303,0.458,0.385,0.562,0.907,1.324,0.802,7
175,375.743,107.043,1127.262,1247.124,1.007,0.761,2.372,1.793,2.083,3.137,21.804,0.212,0.165,0.220,0.152,0.517,0.358,0.315,7
176,349.457,104.548,1238.996,1265.343,2.609,2.700,6.143,6.358,6.250,9.563,9.371,0.194,0.234,0.361,0.425,0.850,1.000,0.657,7
177,338.663,83.243,1015.540,1271.264,0.555,1.037,1.306,2.443,1.874,3.073,66.022,0.156,0.334,0.512,0.345,1.205,0.812,0.727,7
178,379.156,82.837,1100.498,1293.183,1.893,2.360,4.457,5.558,5.008,8.082,10.264,0.214,0.280,0.358,0.442,0.844,1.041,0.670,7
179,329.126,74.159,1969.189,1353.274,1.907,1.679,4.490,3.955,4.222,4.914,9.778,0.253,0.216,0.338,0.290,0.795,0.683,0.524,7
