 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
8321,313.329,89.199,409.454,1168.168,0.617,0.647,1.452,1.523,1.488,2.707,43.501,0.177,0.239,0.375,0.201,0.883,0.473,0.501,1
8322,310.131,62.682,1148.620,1170.713,1.129,0.788,2.658,1.857,2.257,2.864,18.764,0.334,0.233,0.349,0.252,0.823,0.594,0.508,1
8323,308.174,51.907,601.465,1187.256,0.858,1.039,2.020,2.448,2.234,2.412,15.867,0.255,0.311,0.285,0.326,0.672,0.768,0.510,1
8324,309.829,45.922,1555.220,1188.242,2.517,2.259,5.927,5.320,5.624,8.804,9.771,0.473,0.429,0.804,0.769,1.893,1.811,1.310,1
8325,314.249,74.486,975.002,1192.338,1.000,0.589,2.355,1.388,1.872,2.372,28.083,0.271,0.185,0.276,0.266,0.651,0.627,0.452,1
8326,309.126,59.841,1448.571,1199.411,0.891,0.847,2.098,1.995,2.047,2.606,19.375,0.278,0.263,0.301,0.292,0.708,0.688,0.494,1
8327,295.546,53.068,1929.488,1200.222,1.267,1.056,2.983,2.486,2.734,3.581,17.062,0.407,0.340,0.441,0.368,1.038,0.866,0.676,1
8328,309.985,37.144,352.681,1223.899,0.841,1.881,1.981,4.428,3.204,3.025,13.501,0.298,0.684,0.338,0.767,0.796,1.806,0.987,1
8329,307.623,38.066,1068.381,1225.058,1.329,1.263,3.128,2.975,3.052,3.410,13.362,0.466,0.443,0.520,0.494,1.225,1.164,0.845,1
8330,305.582,36.701,1627.029,1233.526,0.837,1.125,1.972,2.649,2.310,2.642,16.169,0.382,0.506,0.370,0.531,0.872,1.251,0.763,1
8331,309.200,37.731,1669.049,1246.427,0.873,1.252,2.056,2.949,2.503,2.731,15.108,0.357,0.508,0.360,0.539,0.848,1.269,0.763,1
8332,308.959,49.865,1381.169,1257.226,0.856,0.985,2.016,2.320,2.168,2.840,18.929,0.330,0.378,0.333,0.393,0.785,0.926,0.607,1
8333,312.774,65.024,1028.385,1263.505,0.736,0.844,1.734,1.987,1.860,2.752,24.639,0.247,0.287,0.309,0.321,0.727,0.757,0.525,1
8334,310.416,44.800,1367.265,1271.111,0.771,0.960,1.816,2.261,2.038,3.052,22.460,0.387,0.480,0.408,0.491,0.960,1.156,0.751,1
8335,308.567,57.440,1149.695,1297.040,1.395,0.829,3.286,1.953,2.619,3.015,15.909,0.395,0.238,0.420,0.233,0.989,0.549,0.566,1
8336,299.898,36.842,181.638,1334.164,1.221,1.247,2.875,2.937,2.906,3.149,13.359,0.443,0.452,0.489,0.499,1.151,1.176,0.823,1
8337,308.468,37.506,1528.462,1337.672,0.838,1.277,1.973,3.006,2.490,2.894,16.803,0.361,0.557,0.418,0.590,0.985,1.390,0.852,1
8338,305.146,32.010,833.148,1345.794,1.605,1.299,3.779,3.059,3.419,4.090,12.681,0.635,0.514,0.741,0.609,1.745,1.434,1.129,1
8339,308.454,45.275,977.395,1347.080,1.089,1.593,2.565,3.752,3.159,3.493,13.692,0.328,0.482,0.368,0.537,0.866,1.266,0.767,1
8340,310.429,34.238,521.866,1351.981,1.286,1.180,3.029,2.778,2.904,2.938,12.498,0.470,0.431,0.518,0.475,1.220,1.119,0.828,1
8341,303.590,42.686,1398.818,1365.581,0.918,1.265,2.163,2.978,2.570,3.129,16.667,0.360,0.496,0.380,0.528,0.894,1.244,0.766,1
8342,303.219,60.523,1626.134,1369.054,0.601,1.553,1.415,3.658,2.537,2.634,15.647,0.206,0.422,0.158,0.444,0.371,1.046,0.555,1
8343,305.220,88.307,1873.324,1380.525,0.567,0.654,1.336,1.540,1.438,2.508,48.673,0.233,0.188,0.316,0.337,0.744,0.794,0.544,1
8344,304.673,47.318,693.453,1391.987,1.068,1.201,2.515,2.829,2.672,3.405,16.771,0.378,0.425,0.409,0.459,0.964,1.081,0.724,1
8345,311.021,52.653,694.247,1419.375,1.158,0.578,2.728,1.362,2.045,2.719,35.028,0.470,0.264,0.487,0.466,1.146,1.096,0.793,1
8346,306.994,68.092,1295.579,1423.470,0.545,1.103,1.283,2.596,1.939,2.771,58.474,0.207,0.383,0.536,0.396,1.262,0.932,0.784,1
8347,321.700,50.891,1269.291,1446.267,0.776,1.436,1.828,3.383,2.605,3.044,17.136,0.257,0.476,0.285,0.504,0.672,1.188,0.682,1
8348,312.016,66.044,1049.617,1463.897,0.517,0.907,1.218,2.135,1.677,2.763,78.533,0.333,0.383,0.667,0.381,1.570,0.898,0.904,1
8349,298.670,41.861,133.964,1465.406,1.147,0.887,2.700,2.090,2.395,2.585,15.359,0.416,0.320,0.439,0.352,1.034,0.829,0.663,1
8350,306.966,36.321,446.226,1465.960,1.168,1.554,2.749,3.660,3.205,3.786,13.668,0.439,0.585,0.501,0.660,1.180,1.554,0.976,1
8351,323.969,48.692,635.480,1471.401,0.714,0.809,1.680,1.904,1.792,2.937,29.304,0.345,0.410,0.495,0.465,1.167,1.095,0.800,1
8352,312.399,37.816,726.076,1483.727,1.125,1.752,2.649,4.127,3.388,3.783,12.863,0.382,0.595,0.441,0.675,1.039,1.589,0.949,1
8353,311.286,48.762,1380.710,1499.511,0.947,0.778,2.231,1.833,2.032,2.560,19.866,0.363,0.290,0.379,0.358,0.892,0.844,0.614,1
8354,307.734,38.414,292.167,1504.253,1.000,1.173,2.355,2.763,2.559,2.989,15.798,0.412,0.483,0.438,0.516,1.032,1.216,0.797,1
8355,294.974,51.868,1889.906,1506.657,0.736,1.947,1.734,4.586,3.160,2.676,12.662,0.193,0.508,0.175,0.576,0.411,1.357,0.709,1
8356,314.503,33.997,560.461,1516.212,0.804,0.925,1.894,2.179,2.037,3.174,23.998,0.535,0.629,0.631,0.648,1.485,1.526,1.065,1
8357,301.292,54.884,1737.765,1519.292,1.585,0.754,3.733,1.775,2.754,2.800,15.185,0.429,0.204,0.458,0.230,1.078,0.542,0.603,1
8358,351.608,43.433,1250.265,1535.015,1.938,2.164,4.564,5.095,4.829,7.754,10.470,0.435,0.507,0.692,0.791,1.628,1.862,1.237,1
8359,306.164,60.592,1408.013,1540.747,1.366,0.823,3.217,1.938,2.578,2.829,15.525,0.349,0.211,0.371,0.225,0.874,0.530,0.511,1
8360,306.491,69.025,960.406,1554.115,0.804,0.801,1.893,1.886,1.890,2.950,23.887,0.270,0.279,0.310,0.264,0.730,0.621,0.479,1
8361,309.359,32.991,1551.866,1563.940,0.882,1.486,2.078,3.500,2.789,3.133,15.172,0.411,0.689,0.430,0.741,1.012,1.744,1.008,1
8362,304.920,49.997,1423.861,1575.447,0.988,0.992,2.326,2.337,2.331,2.875,17.413,0.344,0.345,0.360,0.367,0.847,0.864,0.605,1
8363,305.525,40.456,332.249,1576.609,1.089,1.343,2.565,3.163,2.864,2.966,13.089,0.352,0.434,0.387,0.475,0.911,1.119,0.722,1
8364,328.386,67.442,1228.285,1582.276,3.242,2.895,7.634,6.817,7.225,12.099,11.145,0.366,0.492,0.738,0.912,1.737,2.147,1.381,1
8365,305.371,51.099,789.616,1588.389,0.874,1.358,2.059,3.198,2.628,2.837,15.053,0.253,0.395,0.283,0.422,0.666,0.993,0.598,1
8366,301.151,54.880,516.117,1618.670,1.429,0.617,3.365,1.454,2.409,3.073,24.816,0.521,0.247,0.544,0.337,1.282,0.794,0.754,1
8367,298.029,34.472,84.084,1628.428,1.151,1.652,2.711,3.889,3.300,3.534,12.345,0.411,0.591,0.473,0.669,1.114,1.575,0.965,1
8368,306.227,66.581,893.304,1644.816,0.828,0.611,1.949,1.439,1.694,2.708,24.888,0.308,0.278,0.325,0.234,0.765,0.552,0.472,1
8369,306.122,42.339,1724.338,1672.123,0.901,1.055,2.122,2.483,2.303,2.527,15.696,0.332,0.389,0.356,0.408,0.838,0.960,0.637,1
8370,309.296,41.243,1314.978,1690.885,1.566,0.510,3.687,1.200,2.444,3.235,21.081,0.814,0.485,0.852,0.309,2.007,0.727,1.067,1
8371,303.398,64.010,1069.278,1703.184,0.583,1.362,1.372,3.207,2.290,2.622,22.349,0.213,0.389,0.240,0.404,0.565,0.952,0.554,1
8372,306.918,53.630,1141.970,1753.956,0.879,1.104,2.071,2.601,2.336,2.846,17.150,0.287,0.358,0.288,0.376,0.677,0.885,0.557,1
8373,294.341,50.989,1902.240,1764.689,1.329,0.515,3.129,1.213,2.171,2.846,45.382,0.577,0.405,0.597,0.521,1.406,1.227,0.933,1
8374,294.846,74.717,171.471,1775.480,0.480,1.482,1.130,3.489,2.310,2.976,168.006,0.157,0.467,0.997,0.488,2.347,1.149,1.307,1
8375,300.566,50.600,311.693,1781.748,0.854,1.033,2.012,2.433,2.222,2.928,19.190,0.321,0.389,0.344,0.407,0.810,0.958,0.627,1
8376,305.709,58.265,463.127,1797.409,1.017,0.850,2.394,2.002,2.198,2.760,18.509,0.318,0.263,0.330,0.293,0.778,0.690,0.520,1
8377,312.933,84.186,1794.301,1826.052,0.435,1.681,1.023,3.959,2.491,2.962,129.313,0.551,0.452,0.599,0.477,1.412,1.124,0.902,1
8378,312.950,52.536,1860.170,1844.925,2.383,0.656,5.611,1.546,3.578,2.738,12.141,0.608,0.180,0.706,0.142,1.663,0.335,0.848,1
8379,293.871,45.942,1805.214,1893.527,1.128,1.305,2.656,3.074,2.865,3.407,14.962,0.367,0.425,0.403,0.466,0.949,1.097,0.725,1
8380,307.032,57.150,991.702,1897.074,0.975,0.499,2.296,1.175,1.736,2.847,23.095,0.426,0.418,0.436,0.236,1.027,0.555,0.583,1
8381,292.685,61.246,129.848,1907.654,0.728,0.783,1.715,1.845,1.780,2.827,24.332,0.303,0.308,0.273,0.345,0.644,0.813,0.519,1
8382,309.492,92.743,847.998,1910.055,0.683,0.460,1.607,1.082,1.345,2.617,23.972,0.230,0.352,0.174,0.175,0.410,0.413,0.291,1
8383,305.411,62.203,1573.929,1921.936,0.812,0.966,1.912,2.276,2.094,3.131,21.510,0.294,0.344,0.278,0.353,0.656,0.831,0.529,1
8384,297.665,37.019,1746.608,1923.445,1.032,1.285,2.430,3.025,2.728,3.686,17.707,0.493,0.614,0.536,0.663,1.263,1.562,1.004,1
8385,302.495,59.983,1757.655,1931.791,0.846,0.903,1.992,2.127,2.059,2.564,18.573,0.258,0.277,0.280,0.285,0.658,0.671,0.470,1
8386,289.468,34.717,210.374,1957.926,1.430,1.114,3.368,2.624,2.996,2.805,11.471,0.473,0.368,0.523,0.409,1.231,0.963,0.782,1
8387,294.640,45.007,1893.979,1959.035,0.747,1.061,1.759,2.499,2.129,2.387,15.957,0.291,0.395,0.252,0.409,0.593,0.963,0.565,1
8388,289.573,67.900,1879.808,1964.093,0.954,0.827,2.246,1.948,2.097,2.890,19.918,0.286,0.251,0.295,0.243,0.696,0.571,0.450,1
8389,311.176,61.902,1081.109,1990.669,0.753,1.291,1.772,3.040,2.406,2.989,17.639,0.231,0.381,0.211,0.400,0.497,0.943,0.533,1
8390,298.123,33.361,580.586,2034.470,1.361,0.848,3.205,1.997,2.601,2.758,15.095,0.602,0.371,0.641,0.428,1.509,1.009,0.908,1
8391,297.205,47.733,1163.310,2038.478,0.990,0.978,2.332,2.304,2.318,2.602,15.931,0.329,0.325,0.347,0.346,0.818,0.815,0.578,1
8392,276.483,40.130,1851.738,1.821,1.270,0.994,2.990,2.340,2.665,3.948,16.222,0.513,0.402,0.568,0.441,1.339,1.037,0.847,1
8393,283.744,56.491,268.221,2.999,0.974,1.008,2.294,2.373,2.334,3.245,17.954,0.311,0.321,0.329,0.339,0.775,0.797,0.556,1
8394,292.925,74.549,1468.541,3.646,0.767,0.516,1.806,1.216,1.511,3.122,80.619,0.319,0.371,0.394,0.605,0.928,1.424,0.850,1
8395,288.704,49.729,528.135,13.316,1.014,0.649,2.388,1.528,1.958,3.084,27.492,0.497,0.334,0.510,0.414,1.201,0.975,0.774,1
8396,292.092,26.999,1684.927,23.259,1.112,1.378,2.618,3.245,2.931,3.739,15.816,0.651,0.807,0.719,0.889,1.694,2.095,1.347,1
8397,292.174,39.677,1512.696,26.265,1.033,0.920,2.434,2.166,2.300,2.771,17.156,0.446,0.397,0.470,0.419,1.106,0.986,0.741,1
8398,279.237,56.922,1943.903,27.106,0.706,0.731,1.662,1.722,1.692,2.424,20.036,0.294,0.299,0.244,0.259,0.576,0.609,0.419,1
8399,297.685,44.329,1657.267,30.183,0.827,1.750,1.948,4.121,3.035,3.490,16.037,0.298,0.630,0.328,0.681,0.772,1.603,0.890,1
8400,287.237,49.755,325.723,35.989,1.348,0.926,3.174,2.181,2.677,2.819,14.172,0.387,0.267,0.415,0.279,0.976,0.656,0.588,1
8401,290.278,61.913,291.602,40.470,0.601,0.958,1.414,2.256,1.835,2.617,34.588,0.220,0.349,0.409,0.365,0.963,0.860,0.646,1
8402,289.247,72.749,430.457,41.673,0.869,0.730,2.047,1.719,1.883,2.486,21.345,0.237,0.200,0.259,0.232,0.610,0.547,0.410,1
8403,292.535,64.811,1547.652,52.376,1.134,0.521,2.669,1.227,1.948,2.891,66.418,0.438,0.309,0.452,0.588,1.065,1.384,0.873,1
8404,300.754,47.007,765.372,72.191,0.813,0.932,1.913,2.195,2.054,2.578,18.998,0.317,0.369,0.357,0.379,0.841,0.893,0.613,1
8405,295.773,46.706,675.625,98.487,1.134,0.957,2.671,2.253,2.462,2.865,16.153,0.390,0.328,0.414,0.355,0.976,0.837,0.643,1
8406,297.055,46.403,408.218,101.366,1.186,0.620,2.792,1.459,2.126,2.798,27.291,0.528,0.286,0.547,0.444,1.288,1.046,0.830,1
8407,297.138,49.024,1020.284,116.798,1.763,0.986,4.152,2.322,3.237,3.449,13.411,0.482,0.269,0.533,0.301,1.256,0.709,0.721,1
8408,289.339,75.390,62.132,135.097,0.546,0.550,1.286,1.296,1.291,2.621,27.110,0.334,0.330,0.227,0.209,0.534,0.493,0.363,1
8409,297.942,45.359,540.508,158.154,0.754,1.727,1.775,4.066,2.920,2.957,15.742,0.232,0.553,0.316,0.592,0.744,1.395,0.791,1
8410,301.145,51.384,739.956,161.817,0.644,1.015,1.516,2.390,1.953,2.591,18.676,0.296,0.401,0.215,0.412,0.507,0.970,0.547,1
8411,298.155,46.171,1368.571,170.664,1.000,1.056,2.356,2.487,2.421,3.030,17.394,0.375,0.397,0.401,0.421,0.945,0.991,0.685,1
8412,290.561,38.161,260.977,180.670,1.458,1.035,3.432,2.438,2.935,2.858,12.301,0.469,0.333,0.515,0.369,1.212,0.868,0.745,1
8413,301.361,48.760,1147.507,191.281,1.384,1.388,3.260,3.267,3.264,3.113,10.520,0.299,0.299,0.344,0.345,0.810,0.813,0.574,1
8414,293.897,59.215,124.363,197.008,0.843,0.617,1.984,1.454,1.719,2.665,22.000,0.336,0.304,0.362,0.205,0.853,0.483,0.490,1
8415,306.384,36.998,1257.210,210.529,1.137,1.449,2.677,3.411,3.044,3.530,14.025,0.431,0.549,0.482,0.610,1.134,1.436,0.915,1
8416,302.314,41.066,801.065,218.183,0.797,1.115,1.878,2.626,2.252,2.880,18.186,0.372,0.508,0.348,0.531,0.821,1.251,0.748,1
8417,311.378,38.100,1292.894,241.414,0.967,1.826,2.276,4.300,3.288,3.423,13.335,0.338,0.641,0.374,0.712,0.880,1.678,0.947,1
8418,303.919,45.691,1686.085,255.714,0.669,1.443,1.575,3.397,2.486,3.217,18.448,0.322,0.621,0.257,0.651,0.605,1.533,0.824,1
8419,303.903,43.325,1439.110,313.029,0.982,1.051,2.312,2.474,2.393,2.736,15.907,0.362,0.387,0.379,0.408,0.893,0.960,0.656,1
8420,309.218,43.268,1102.080,318.428,0.777,1.213,1.831,2.857,2.344,2.844,17.184,0.328,0.498,0.304,0.522,0.715,1.230,0.711,1
8421,302.347,51.613,1734.034,321.530,0.642,0.778,1.511,1.832,1.671,2.504,22.580,0.335,0.337,0.239,0.409,0.563,0.962,0.557,1
8422,295.722,48.709,178.234,329.379,0.978,0.641,2.303,1.509,1.906,2.410,24.721,0.394,0.256,0.406,0.393,0.956,0.926,0.665,1
8423,303.638,32.381,1464.382,348.834,1.159,1.395,2.730,3.284,3.007,3.434,13.820,0.495,0.595,0.552,0.661,1.299,1.558,1.014,1
8424,303.985,52.972,1432.119,354.885,0.463,1.285,1.090,3.026,2.058,2.395,20.793,0.416,0.443,0.245,0.454,0.577,1.070,0.608,1
8425,302.128,31.120,615.926,374.209,1.125,1.089,2.650,2.565,2.607,3.147,16.070,0.581,0.563,0.624,0.604,1.469,1.422,1.022,1
8426,290.709,30.932,4.005,388.656,1.702,0.946,4.008,2.227,3.118,3.499,13.505,0.741,0.408,0.828,0.464,1.949,1.093,1.117,1
8427,307.068,54.346,864.642,409.122,0.683,1.546,1.608,3.642,2.625,2.909,18.738,0.207,0.474,0.282,0.500,0.664,1.178,0.676,1
8428,302.847,49.967,1537.447,420.331,0.796,1.030,1.875,2.425,2.150,3.149,22.434,0.335,0.442,0.400,0.462,0.941,1.089,0.720,1
8429,306.988,52.646,993.186,434.483,0.785,0.686,1.849,1.614,1.731,2.598,27.705,0.351,0.278,0.341,0.441,0.804,1.037,0.656,1
8430,300.156,73.389,1747.277,449.869,0.493,0.699,1.160,1.646,1.403,2.678,64.604,0.461,0.318,0.486,0.269,1.143,0.633,0.653,1
8431,304.673,52.386,472.556,475.769,0.908,0.758,2.139,1.785,1.962,3.467,26.765,0.459,0.391,0.490,0.395,1.155,0.930,0.741,1
8432,299.709,54.036,1462.154,479.574,1.184,0.984,2.787,2.318,2.553,2.572,13.710,0.299,0.249,0.320,0.269,0.753,0.633,0.492,1
8433,305.341,50.093,1199.064,492.169,1.249,0.749,2.942,1.763,2.353,3.016,18.481,0.471,0.292,0.494,0.279,1.164,0.656,0.668,1
8434,299.474,49.611,509.234,503.745,0.936,0.924,2.204,2.176,2.190,2.509,16.564,0.313,0.309,0.326,0.323,0.767,0.760,0.540,1
8435,301.652,73.474,1626.727,586.696,0.728,0.460,1.713,1.083,1.398,2.595,117.949,0.316,0.627,0.332,0.721,0.782,1.697,0.934,1
8436,309.164,51.876,1037.548,586.678,0.789,1.311,1.857,3.088,2.472,3.006,18.270,0.258,0.440,0.318,0.465,0.749,1.094,0.663,1
8437,308.043,41.209,1467.363,598.764,1.226,2.310,2.888,5.440,4.164,4.129,10.856,0.314,0.650,0.389,0.808,0.915,1.903,1.056,1
8438,308.322,63.631,1074.233,603.735,0.487,1.283,1.146,3.021,2.084,2.671,37.116,0.378,0.428,0.333,0.441,0.783,1.038,0.650,1
8439,306.808,88.827,401.289,613.738,0.676,0.511,1.591,1.203,1.397,2.412,47.229,0.220,0.303,0.244,0.305,0.575,0.718,0.460,1
8440,300.726,69.447,1592.326,614.233,0.842,0.755,1.983,1.777,1.880,2.938,23.921,0.286,0.262,0.306,0.264,0.720,0.622,0.476,1
8441,304.221,47.715,1879.169,624.669,0.740,0.843,1.744,1.985,1.864,3.128,25.207,0.410,0.448,0.382,0.480,0.900,1.130,0.722,1
8442,307.197,39.082,396.519,643.421,0.793,1.352,1.866,3.185,2.525,3.087,18.280,0.345,0.603,0.426,0.638,1.002,1.503,0.903,1
8443,306.413,68.723,291.904,652.807,0.460,0.550,1.083,1.296,1.190,2.587,35.327,0.546,0.378,0.294,0.304,0.693,0.716,0.498,1
8444,311.101,43.025,1304.663,668.390,1.271,0.907,2.994,2.137,2.565,2.937,15.857,0.465,0.331,0.496,0.363,1.167,0.855,0.723,1
8445,296.630,38.253,1843.753,680.433,1.134,1.374,2.671,3.236,2.953,3.225,13.470,0.399,0.484,0.442,0.533,1.042,1.256,0.816,1
8446,311.941,42.190,1311.728,689.009,0.822,1.041,1.936,2.451,2.193,2.434,16.251,0.316,0.400,0.334,0.415,0.787,0.978,0.628,1
8447,314.099,75.549,1482.774,712.717,1.058,0.495,2.492,1.166,1.829,2.772,53.727,0.353,0.359,0.362,0.392,0.853,0.924,0.629,1
8448,305.453,50.231,633.679,765.811,1.156,1.372,2.723,3.231,2.977,3.633,14.865,0.342,0.406,0.381,0.450,0.896,1.060,0.694,1
8449,307.847,45.660,572.901,766.723,1.049,0.858,2.470,2.021,2.245,2.575,16.585,0.380,0.311,0.397,0.329,0.934,0.775,0.607,1
8450,303.085,75.170,1797.079,766.963,0.586,0.760,1.381,1.790,1.585,2.714,22.912,0.271,0.276,0.180,0.240,0.424,0.565,0.353,1
8451,311.502,43.419,698.230,767.666,0.995,0.885,2.344,2.084,2.214,2.604,17.085,0.389,0.345,0.406,0.370,0.957,0.871,0.647,1
8452,300.807,55.846,70.341,772.667,0.509,1.251,1.198,2.946,2.072,2.815,58.924,0.389,0.519,0.587,0.536,1.383,1.263,0.937,1
8453,311.503,24.539,1294.285,772.534,1.017,1.205,2.394,2.837,2.615,3.194,16.351,0.677,0.802,0.728,0.861,1.714,2.027,1.327,1
8454,309.781,39.058,1382.834,786.997,1.054,0.788,2.483,1.854,2.169,2.898,19.061,0.533,0.409,0.554,0.374,1.304,0.881,0.787,1
8455,304.567,43.702,320.207,791.574,0.841,1.755,1.981,4.133,3.057,3.647,16.504,0.320,0.666,0.341,0.723,0.803,1.703,0.942,1
8456,307.423,46.002,901.879,794.485,0.706,1.219,1.662,2.870,2.266,2.792,17.696,0.304,0.490,0.263,0.511,0.619,1.204,0.677,1
8457,295.258,31.314,2017.925,810.665,0.884,1.277,2.081,3.008,2.545,2.899,15.686,0.450,0.647,0.460,0.688,1.082,1.620,0.974,1
8458,318.282,40.106,834.329,817.371,1.097,1.017,2.583,2.396,2.489,3.446,18.968,0.518,0.480,0.552,0.514,1.299,1.209,0.887,1
8459,307.909,53.472,1398.906,816.329,0.647,1.128,1.523,2.656,2.089,2.646,18.088,0.271,0.409,0.207,0.423,0.487,0.996,0.554,1
8460,300.497,45.475,1878.786,817.311,1.048,0.878,2.467,2.068,2.268,2.706,17.204,0.394,0.330,0.413,0.353,0.973,0.831,0.640,1
8461,313.193,68.430,793.088,824.346,0.679,0.865,1.599,2.037,1.818,2.389,19.113,0.220,0.253,0.175,0.269,0.412,0.634,0.378,1
8462,305.506,40.840,569.878,838.226,0.828,1.933,1.951,4.551,3.251,2.846,12.524,0.257,0.613,0.263,0.696,0.619,1.639,0.876,1
8463,309.902,23.443,1738.871,838.237,1.118,1.574,2.632,3.706,3.169,3.124,11.698,0.557,0.785,0.631,0.879,1.485,2.069,1.273,1
8464,313.421,64.302,404.070,853.240,0.688,0.856,1.620,2.017,1.818,2.616,20.656,0.258,0.294,0.205,0.300,0.483,0.708,0.428,1
8465,301.948,46.745,1316.175,862.133,1.440,1.700,3.391,4.003,3.697,4.330,11.029,0.339,0.400,0.425,0.491,1.000,1.155,0.764,1
8466,328.621,64.147,1094.268,871.677,0.794,0.924,1.869,2.176,2.023,2.510,18.658,0.229,0.266,0.241,0.279,0.568,0.657,0.434,1
8467,297.258,43.342,2002.263,873.339,1.132,0.954,2.665,2.247,2.456,2.874,16.231,0.423,0.356,0.448,0.382,1.056,0.899,0.693,1
8468,296.789,38.420,109.644,885.713,1.244,1.354,2.930,3.187,3.059,3.766,14.536,0.471,0.512,0.529,0.574,1.246,1.352,0.919,1
8469,317.101,81.940,738.902,889.358,0.657,0.945,1.547,2.226,1.886,2.436,18.596,0.180,0.228,0.140,0.237,0.329,0.559,0.324,1
8470,307.134,40.149,1699.097,903.045,1.030,0.847,2.425,1.996,2.210,2.755,17.784,0.465,0.387,0.484,0.378,1.140,0.890,0.723,1
8471,310.337,90.387,624.501,923.656,0.719,0.506,1.694,1.192,1.443,2.655,82.879,0.231,0.320,0.323,0.487,0.760,1.147,0.688,1
8472,308.315,40.127,656.303,925.533,1.148,1.090,2.703,2.567,2.635,3.439,17.291,0.494,0.469,0.532,0.506,1.253,1.192,0.865,1
8473,309.468,42.436,1533.893,934.714,1.453,1.284,3.421,3.024,3.223,4.186,14.635,0.501,0.443,0.572,0.507,1.347,1.193,0.900,1
8474,316.427,42.453,1346.456,937.157,1.234,0.556,2.907,1.308,2.108,3.171,23.690,0.689,0.456,0.710,0.341,1.672,0.803,0.928,1
8475,307.569,47.699,411.239,944.144,0.535,1.394,1.260,3.283,2.272,2.559,24.015,0.337,0.539,0.320,0.559,0.754,1.315,0.758,1
8476,294.705,36.082,1918.737,944.832,2.151,0.952,5.065,2.243,3.654,2.880,10.345,0.625,0.269,0.722,0.303,1.700,0.714,0.922,1
8477,308.593,76.929,1760.348,955.346,0.573,0.766,1.350,1.804,1.577,2.671,42.860,0.245,0.268,0.372,0.304,0.877,0.715,0.566,1
8478,310.698,50.246,1014.859,972.697,0.937,0.999,2.206,2.352,2.279,2.918,18.210,0.341,0.363,0.353,0.382,0.831,0.900,0.612,1
8479,314.488,58.147,1397.456,979.190,0.562,1.292,1.323,3.043,2.183,2.597,44.715,0.166,0.431,0.513,0.448,1.208,1.056,0.802,1
8480,307.326,42.123,668.761,985.931,1.163,0.791,2.739,1.863,2.301,2.742,16.893,0.481,0.335,0.504,0.313,1.186,0.737,0.698,1
8481,309.142,68.232,254.025,986.580,0.775,0.550,1.825,1.296,1.560,2.670,64.347,0.330,0.242,0.292,0.603,0.687,1.419,0.789,1
8482,308.141,52.423,345.112,986.492,0.784,1.387,1.847,3.265,2.556,2.821,15.533,0.245,0.422,0.233,0.446,0.549,1.050,0.593,1
8483,302.118,43.942,164.652,1011.598,1.176,1.401,2.768,3.299,3.034,3.265,12.964,0.347,0.413,0.388,0.459,0.913,1.082,0.708,1
8484,306.881,54.374,1548.982,1014.160,0.968,0.785,2.279,1.847,2.063,2.629,18.540,0.338,0.279,0.346,0.269,0.814,0.633,0.516,1
8485,309.893,66.190,402.296,1032.061,0.481,1.145,1.132,2.696,1.914,3.075,74.054,0.500,0.474,0.571,0.486,1.345,1.145,0.883,1
8486,307.708,58.405,1577.003,1034.049,0.554,0.536,1.304,1.262,1.283,2.745,24.038,0.433,0.451,0.253,0.260,0.595,0.612,0.427,1
8487,302.238,40.191,78.479,1046.370,1.147,1.456,2.702,3.428,3.065,2.826,11.068,0.316,0.401,0.354,0.446,0.835,1.051,0.671,1
8488,298.952,91.169,1893.355,1061.597,0.456,0.805,1.075,1.895,1.485,2.706,181.429,0.530,0.280,0.818,0.316,1.927,0.745,1.033,1
8489,318.400,41.236,1163.054,1063.349,1.442,1.374,3.396,3.235,3.315,3.918,13.142,0.459,0.437,0.526,0.505,1.239,1.188,0.858,1
8490,325.346,41.607,451.440,1069.792,2.728,2.373,6.424,5.589,6.006,6.960,8.929,0.673,0.641,0.970,0.946,2.284,2.229,1.596,1
8491,297.896,44.111,59.074,1088.427,1.600,0.669,3.768,1.576,2.672,2.822,19.616,0.578,0.227,0.611,0.375,1.439,0.882,0.844,1
8492,297.846,55.401,1984.742,1089.425,1.015,0.941,2.391,2.215,2.303,2.587,16.022,0.292,0.270,0.307,0.290,0.723,0.682,0.497,1
8493,311.899,60.584,155.427,1121.564,1.748,1.005,4.115,2.368,3.241,3.742,14.484,0.417,0.239,0.463,0.271,1.091,0.637,0.632,1
8494,308.483,41.296,1953.613,1134.238,0.794,1.380,1.869,3.249,2.559,3.281,18.912,0.345,0.610,0.410,0.647,0.966,1.522,0.902,1
8495,310.320,29.292,1038.874,1153.041,1.065,1.220,2.507,2.873,2.690,3.592,17.495,0.636,0.729,0.686,0.788,1.616,1.854,1.230,1
8496,300.717,66.121,98.718,1174.800,1.212,0.567,2.853,1.336,2.095,2.413,19.361,0.334,0.218,0.344,0.187,0.811,0.439,0.461,1
8497,313.324,42.592,608.803,1176.345,0.850,1.174,2.000,2.764,2.382,3.474,20.674,0.417,0.573,0.429,0.604,1.011,1.422,0.872,1
8498,302.579,37.707,911.527,1177.603,2.516,1.330,5.925,3.132,4.529,4.868,10.462,0.705,0.353,0.912,0.472,2.148,1.110,1.209,1
