 ,baseline,height,x,y,sigma_x,sigma_y,fwhm_x,fwhm_y,fwhm,error_baseline,error_height,error_x,error_y,error_sigma_x,error_sigma_y,error_fwhm_x,error_fwhm_y,error_fwhm,slice
1,324.936,681.607,1254.944,530.043,2.490,2.577,5.865,6.069,5.967,21.008,17.989,0.038,0.040,0.100,0.102,0.235,0.241,0.168,5
2,362.594,735.660,386.071,1695.721,3.302,2.798,7.776,6.589,7.183,38.064,33.022,0.056,0.047,0.176,0.160,0.414,0.378,0.280,5
3,331.694,416.786,561.994,1094.416,2.609,2.768,6.144,6.518,6.331,22.053,18.725,0.057,0.063,0.166,0.176,0.392,0.414,0.285,5
4,295.900,225.255,1894.921,1050.870,2.108,2.221,4.965,5.229,5.097,9.848,10.320,0.083,0.088,0.157,0.163,0.370,0.383,0.266,5
5,320.140,190.175,1425.133,1079.759,1.735,1.862,4.087,4.384,4.236,6.938,11.979,0.107,0.115,0.154,0.162,0.362,0.382,0.263,5
6,350.517,338.245,1061.092,1768.551,2.826,3.247,6.655,7.645,7.150,40.455,34.882,0.089,0.112,0.353,0.397,0.830,0.936,0.625,5
7,370.132,187.005,1207.477,1784.054,2.110,2.455,4.968,5.780,5.374,12.143,12.295,0.113,0.133,0.226,0.248,0.532,0.583,0.395,5
8,317.073,155.447,1009.675,1864.656,1.827,2.079,4.302,4.896,4.599,8.608,12.202,0.137,0.157,0.216,0.237,0.508,0.558,0.377,5
9,315.184,155.075,1300.785,1249.760,1.994,1.878,4.695,4.422,4.558,7.858,11.045,0.136,0.128,0.210,0.201,0.493,0.474,0.342,5
10,339.801,150.737,644.436,657.543,2.212,2.585,5.209,6.087,5.648,12.087,11.584,0.128,0.155,0.273,0.305,0.643,0.718,0.482,5
11,377.083,188.488,1345.348,515.180,3.645,3.174,8.583,7.474,8.029,36.580,32.519,0.165,0.143,0.649,0.603,1.529,1.421,1.043,5
12,375.840,123.439,1561.997,931.694,1.936,2.032,4.560,4.785,4.673,9.015,11.791,0.174,0.184,0.284,0.294,0.668,0.693,0.481,5
13,304.057,145.898,817.785,1392.153,2.569,2.363,6.050,5.564,5.807,13.379,12.568,0.161,0.151,0.331,0.326,0.779,0.768,0.547,5
14,327.708,120.944,1212.156,1273.804,1.604,1.892,3.778,4.455,4.116,5.031,10.722,0.140,0.167,0.183,0.215,0.431,0.505,0.332,5
15,305.667,194.348,377.804,6.862,3.719,3.302,8.757,7.775,8.266,24.069,20.947,0.237,0.154,0.553,0.441,1.303,1.037,0.833,5
16,353.697,107.484,591.555,619.734,2.623,2.290,6.176,5.393,5.785,10.966,11.580,0.236,0.212,0.416,0.399,0.979,0.940,0.679,5
17,326.334,128.526,693.809,645.006,2.709,2.949,6.378,6.945,6.662,14.074,12.564,0.179,0.198,0.407,0.427,0.959,1.005,0.695,5
18,344.858,120.925,599.243,1133.040,3.185,2.570,7.500,6.053,6.776,17.218,15.197,0.218,0.173,0.528,0.468,1.243,1.103,0.831,5
19,284.728,122.955,1779.733,637.367,2.701,2.691,6.361,6.337,6.349,16.621,14.135,0.154,0.154,0.437,0.438,1.029,1.032,0.729,5
20,299.220,103.473,1819.342,1320.363,2.217,2.742,5.221,6.457,5.839,13.696,12.949,0.200,0.257,0.442,0.512,1.040,1.206,0.796,5
21,331.225,95.706,1370.167,501.131,2.796,2.655,6.584,6.251,6.418,18.382,15.970,0.255,0.253,0.645,0.659,1.519,1.551,1.085,5
22,345.944,108.478,656.775,666.690,2.349,2.511,5.531,5.913,5.722,9.836,10.505,0.191,0.249,0.334,0.435,0.787,1.025,0.646,5
23,306.281,111.294,1029.270,1863.982,2.029,2.495,4.779,5.876,5.327,7.362,8.613,0.138,0.183,0.241,0.301,0.568,0.708,0.454,5
24,317.319,95.644,1259.018,947.190,1.935,1.814,4.557,4.273,4.415,6.364,11.325,0.222,0.212,0.303,0.297,0.714,0.698,0.499,5
25,330.341,108.903,1020.548,1640.290,0.829,1.507,1.952,3.549,2.750,3.736,19.391,0.141,0.261,0.168,0.279,0.395,0.657,0.383,5
26,360.332,87.348,580.647,611.105,2.009,2.149,4.732,5.060,4.896,8.373,10.800,0.229,0.253,0.372,0.406,0.875,0.955,0.648,5
27,356.683,105.454,1094.421,1780.696,2.897,2.445,6.821,5.758,6.289,17.471,15.046,0.241,0.188,0.597,0.517,1.405,1.216,0.929,5
28,299.735,76.994,1922.096,2002.651,1.182,1.454,2.783,3.425,3.104,3.559,13.526,0.208,0.255,0.234,0.286,0.551,0.674,0.436,5
29,355.207,78.440,640.923,650.624,1.274,1.195,3.001,2.815,2.908,4.598,19.503,0.317,0.297,0.350,0.328,0.823,0.773,0.565,5
30,317.782,95.435,957.677,1767.378,2.345,2.422,5.523,5.704,5.613,8.535,10.013,0.249,0.227,0.420,0.369,0.988,0.868,0.658,5
31,285.794,86.023,1900.495,151.368,2.129,2.056,5.013,4.841,4.927,7.556,8.994,0.204,0.195,0.345,0.334,0.811,0.787,0.565,5
32,306.670,84.904,1859.830,349.939,1.385,1.589,3.261,3.741,3.501,3.790,10.952,0.178,0.205,0.215,0.244,0.507,0.574,0.383,5
33,313.779,74.731,1445.567,1122.966,1.158,1.275,2.727,3.002,2.865,3.359,14.662,0.227,0.250,0.250,0.275,0.588,0.647,0.437,5
34,313.873,71.332,1249.930,374.855,1.697,1.838,3.995,4.328,4.161,6.091,11.784,0.275,0.302,0.375,0.405,0.883,0.953,0.650,5
35,303.214,68.795,926.053,1916.372,0.952,1.100,2.242,2.591,2.416,3.314,19.046,0.265,0.306,0.276,0.324,0.649,0.763,0.501,5
36,290.931,100.158,2026.144,914.907,2.394,2.214,5.637,5.215,5.426,8.138,8.534,0.169,0.160,0.307,0.304,0.723,0.716,0.509,5
37,314.395,84.690,1412.940,1258.485,2.264,1.791,5.332,4.219,4.775,8.110,11.020,0.279,0.217,0.423,0.356,0.995,0.839,0.651,5
38,308.207,89.726,1081.298,526.910,2.515,2.560,5.923,6.027,5.975,17.210,14.817,0.247,0.251,0.632,0.635,1.488,1.495,1.055,5
39,310.653,75.112,1768.240,1763.463,2.617,2.219,6.163,5.226,5.695,9.019,10.520,0.332,0.288,0.539,0.500,1.268,1.176,0.865,5
40,389.564,75.936,1320.370,537.375,2.598,1.735,6.118,4.085,5.101,6.945,10.052,0.408,0.216,0.581,0.333,1.368,0.784,0.788,5
41,302.873,55.128,1580.222,1005.048,1.015,1.423,2.389,3.351,2.870,2.821,12.613,0.232,0.326,0.254,0.355,0.598,0.836,0.514,5
42,303.876,66.885,632.319,407.835,0.735,1.312,1.731,3.090,2.411,3.027,19.257,0.203,0.363,0.237,0.381,0.557,0.898,0.528,5
43,304.810,52.507,1700.144,1800.874,1.149,1.075,2.706,2.531,2.618,2.923,14.836,0.325,0.304,0.349,0.326,0.822,0.768,0.562,5
44,303.817,47.793,1709.424,536.945,1.110,1.299,2.614,3.059,2.837,3.137,13.993,0.325,0.380,0.356,0.416,0.839,0.979,0.645,5
45,320.235,66.770,1197.735,955.151,1.647,1.005,3.878,2.366,3.122,3.013,12.093,0.298,0.182,0.329,0.202,0.775,0.476,0.455,5
46,307.997,47.592,663.713,1726.251,1.418,1.004,3.338,2.364,2.851,3.547,16.172,0.482,0.341,0.523,0.372,1.231,0.876,0.755,5
47,357.278,50.065,1331.463,533.396,1.162,0.918,2.736,2.162,2.449,3.512,20.099,0.463,0.365,0.491,0.397,1.156,0.934,0.743,5
48,296.979,59.056,1922.783,904.008,0.916,0.981,2.158,2.311,2.234,2.779,17.796,0.278,0.298,0.289,0.308,0.681,0.725,0.497,5
49,304.375,78.016,1415.374,1119.553,2.522,2.691,5.939,6.338,6.138,11.375,9.818,0.182,0.199,0.474,0.498,1.115,1.174,0.810,5
50,308.963,103.709,1262.420,1307.375,0.810,0.501,1.908,1.180,1.544,2.595,94.222,0.219,0.251,0.249,0.471,0.586,1.108,0.627,5
51,299.964,44.703,1821.356,1432.079,1.539,0.779,3.624,1.834,2.729,3.037,15.958,0.567,0.293,0.612,0.275,1.442,0.647,0.790,5
52,311.463,47.061,747.531,1448.787,1.191,1.115,2.806,2.625,2.715,3.018,14.450,0.366,0.342,0.396,0.371,0.933,0.873,0.639,5
53,322.203,55.943,1522.926,1779.018,2.036,3.013,4.794,7.096,5.945,9.671,10.594,0.314,0.550,0.589,0.905,1.388,2.132,1.272,5
54,306.573,67.717,1800.409,119.484,1.774,1.820,4.177,4.287,4.232,4.955,10.559,0.269,0.287,0.347,0.379,0.817,0.892,0.605,5
55,315.516,48.390,939.239,417.937,2.547,2.026,5.997,4.771,5.384,8.082,9.880,0.484,0.370,0.769,0.630,1.812,1.485,1.171,5
56,296.941,50.946,1983.286,555.547,0.988,1.249,2.326,2.942,2.634,3.191,16.255,0.315,0.398,0.339,0.427,0.799,1.006,0.642,5
57,306.893,42.155,1363.229,562.508,1.216,1.550,2.863,3.649,3.256,3.637,12.755,0.367,0.469,0.421,0.532,0.991,1.252,0.798,5
58,310.169,43.401,893.092,787.708,1.071,1.353,2.521,3.186,2.853,3.114,13.918,0.344,0.434,0.375,0.473,0.883,1.114,0.711,5
59,308.868,60.705,690.466,992.643,0.749,1.333,1.764,3.140,2.452,2.751,17.717,0.193,0.358,0.258,0.378,0.608,0.889,0.539,5
60,305.058,49.440,484.431,1911.169,0.942,1.057,2.217,2.490,2.354,3.317,19.926,0.377,0.424,0.406,0.446,0.955,1.051,0.710,5
61,354.483,49.575,961.892,357.591,2.474,1.990,5.826,4.687,5.256,7.144,10.731,0.539,0.423,0.774,0.637,1.823,1.501,1.181,5
62,342.315,62.080,1520.811,481.664,2.044,2.010,4.814,4.733,4.773,5.936,9.990,0.353,0.308,0.507,0.424,1.195,0.999,0.779,5
63,343.307,41.535,1486.400,491.352,1.105,0.552,2.602,1.301,1.951,3.584,54.037,0.798,0.529,0.824,0.846,1.941,1.992,1.391,5
64,309.573,107.121,753.083,555.855,0.534,0.568,1.256,1.337,1.297,2.356,24.079,0.216,0.201,0.130,0.145,0.306,0.341,0.229,5
65,331.836,67.433,938.383,614.342,1.238,1.333,2.915,3.138,3.027,3.902,15.370,0.282,0.304,0.316,0.339,0.744,0.799,0.546,5
66,302.110,62.463,1726.479,654.807,1.751,2.077,4.124,4.891,4.507,5.811,8.916,0.240,0.287,0.366,0.416,0.862,0.979,0.652,5
67,307.943,44.830,1852.274,672.065,1.266,1.139,2.981,2.682,2.832,3.326,14.877,0.420,0.378,0.459,0.413,1.080,0.974,0.727,5
68,312.577,45.211,895.295,1072.936,2.218,0.776,5.223,1.828,3.525,3.122,13.296,0.714,0.237,0.833,0.226,1.961,0.532,1.016,5
69,308.849,45.110,485.951,1181.951,0.920,1.252,2.165,2.948,2.557,3.070,16.404,0.338,0.459,0.350,0.489,0.825,1.151,0.708,5
70,306.869,51.937,257.944,1209.818,1.251,0.728,2.946,1.714,2.330,3.041,19.002,0.467,0.283,0.489,0.270,1.152,0.635,0.658,5
71,302.291,66.946,1965.915,1288.292,0.961,1.015,2.262,2.390,2.326,2.607,15.793,0.228,0.240,0.236,0.253,0.556,0.597,0.408,5
72,311.244,61.718,660.349,1343.614,1.064,0.793,2.506,1.868,2.187,3.202,22.203,0.369,0.271,0.386,0.316,0.909,0.744,0.587,5
73,314.119,55.354,1046.231,1384.035,2.339,1.787,5.509,4.208,4.858,5.629,9.174,0.400,0.282,0.565,0.407,1.331,0.958,0.820,5
74,311.923,53.452,719.720,1612.150,1.563,1.253,3.680,2.949,3.315,3.986,13.465,0.393,0.315,0.450,0.365,1.059,0.859,0.682,5
75,302.142,42.588,1281.707,1619.801,1.137,1.560,2.677,3.673,3.175,3.417,12.667,0.338,0.464,0.383,0.520,0.903,1.225,0.761,5
76,309.673,81.161,1535.872,1721.712,2.659,2.577,6.262,6.069,6.166,11.509,11.293,0.283,0.333,0.529,0.637,1.246,1.500,0.975,5
77,318.185,58.806,1043.266,1747.809,1.108,0.967,2.608,2.278,2.443,2.808,15.910,0.300,0.262,0.318,0.277,0.749,0.651,0.496,5
78,301.747,38.083,1782.019,1810.849,1.066,1.213,2.510,2.855,2.683,3.383,16.547,0.464,0.527,0.499,0.569,1.175,1.340,0.891,5
79,300.044,67.064,276.899,1842.943,1.152,0.633,2.713,1.490,2.102,2.721,18.241,0.341,0.222,0.352,0.160,0.830,0.377,0.456,5
80,300.126,87.874,596.225,1993.879,0.589,0.557,1.388,1.311,1.349,2.567,30.073,0.251,0.271,0.231,0.182,0.543,0.429,0.346,5
81,268.196,51.594,111.467,0.614,1.317,0.765,3.100,1.800,2.450,4.596,20.090,0.466,0.274,0.515,0.398,1.213,0.936,0.766,5
82,363.402,52.615,837.359,348.880,1.927,1.024,4.538,2.412,3.475,4.537,16.139,0.593,0.312,0.672,0.354,1.582,0.834,0.894,5
83,305.109,51.391,1091.374,358.759,0.974,1.040,2.294,2.448,2.371,3.162,18.728,0.354,0.378,0.377,0.399,0.888,0.939,0.646,5
84,304.218,64.114,1348.136,363.168,0.731,0.956,1.721,2.251,1.986,2.803,20.529,0.255,0.318,0.228,0.326,0.538,0.767,0.469,5
85,295.506,77.810,1795.732,430.519,1.127,0.681,2.653,1.604,2.129,2.847,24.729,0.293,0.163,0.305,0.267,0.717,0.629,0.477,5
86,313.186,39.625,1297.408,507.333,1.336,1.059,3.146,2.494,2.820,3.276,14.903,0.502,0.398,0.547,0.435,1.288,1.025,0.823,5
87,310.010,76.149,1171.308,602.420,0.825,0.577,1.944,1.358,1.651,2.407,43.827,0.254,0.175,0.269,0.397,0.633,0.935,0.564,5
88,303.625,31.577,1922.289,667.405,1.277,1.210,3.007,2.850,2.928,3.599,15.072,0.609,0.578,0.674,0.639,1.587,1.505,1.094,5
89,307.347,60.891,715.890,780.167,0.943,0.814,2.222,1.917,2.069,3.048,21.447,0.339,0.295,0.346,0.291,0.815,0.686,0.533,5
90,349.003,84.557,2045.935,868.751,0.483,0.838,1.137,1.973,1.555,3.883,27.032,0.356,0.291,0.193,0.298,0.455,0.702,0.418,5
91,308.573,61.980,992.828,881.951,1.112,0.920,2.619,2.167,2.393,2.897,16.889,0.305,0.254,0.322,0.260,0.759,0.613,0.488,5
92,301.523,38.409,406.119,909.479,1.112,0.981,2.620,2.309,2.464,2.861,16.041,0.463,0.408,0.491,0.439,1.157,1.033,0.775,5
93,303.455,42.853,203.870,1047.291,0.926,1.327,2.180,3.125,2.653,3.016,15.366,0.334,0.478,0.352,0.512,0.829,1.206,0.732,5
94,307.273,72.062,196.648,1161.305,0.549,0.888,1.292,2.090,1.691,2.554,45.485,0.253,0.303,0.403,0.315,0.948,0.742,0.602,5
95,311.674,65.442,1761.854,1196.945,0.565,1.672,1.331,3.937,2.634,3.666,22.084,0.276,0.579,0.206,0.613,0.485,1.443,0.761,5
96,308.548,81.863,1237.001,1334.298,0.656,1.094,1.546,2.577,2.061,2.861,19.512,0.194,0.283,0.143,0.293,0.337,0.689,0.384,5
97,306.521,35.386,1011.864,1364.067,1.090,1.070,2.567,2.519,2.543,3.328,17.694,0.546,0.536,0.582,0.570,1.369,1.343,0.959,5
98,304.130,52.306,1851.150,1636.411,0.801,1.150,1.885,2.707,2.296,2.741,17.073,0.270,0.382,0.264,0.401,0.622,0.943,0.565,5
99,303.890,87.470,1777.130,1714.950,0.824,0.746,1.941,1.756,1.849,2.525,19.530,0.199,0.186,0.192,0.160,0.452,0.377,0.294,5
100,316.526,56.059,1455.152,1777.796,1.932,1.872,4.549,4.409,4.479,6.559,9.599,0.319,0.309,0.485,0.475,1.141,1.117,0.799,5
101,308.496,54.866,1512.330,1887.117,1.301,0.702,3.065,1.653,2.359,3.028,18.383,0.457,0.265,0.478,0.228,1.126,0.537,0.624,5
102,308.428,51.854,1153.797,1912.167,0.652,0.957,1.536,2.253,1.895,2.644,21.305,0.302,0.397,0.277,0.405,0.652,0.954,0.578,5
103,280.759,53.349,1826.464,1.647,1.041,0.648,2.451,1.526,1.988,3.225,25.274,0.412,0.261,0.434,0.370,1.022,0.870,0.671,5
104,299.748,51.992,768.068,118.151,0.822,1.023,1.935,2.408,2.171,2.506,16.533,0.272,0.333,0.260,0.346,0.613,0.814,0.510,5
105,300.974,43.803,1116.578,126.594,0.879,1.615,2.070,3.804,2.937,3.009,14.044,0.276,0.511,0.316,0.553,0.743,1.302,0.750,5
106,300.888,67.922,570.758,180.992,0.530,1.178,1.247,2.774,2.011,2.861,31.152,0.301,0.399,0.287,0.411,0.676,0.968,0.590,5
107,300.126,46.212,1002.176,201.942,0.971,1.286,2.288,3.029,2.659,2.961,14.892,0.314,0.415,0.335,0.446,0.790,1.051,0.657,5
108,296.555,52.668,105.834,246.738,1.174,0.551,2.765,1.297,2.031,2.785,29.058,0.493,0.342,0.508,0.358,1.196,0.843,0.732,5
109,304.068,95.727,1426.031,281.466,0.565,0.624,1.330,1.469,1.400,2.830,44.299,0.261,0.179,0.158,0.373,0.373,0.878,0.477,5
110,305.419,51.565,1085.216,349.383,1.352,1.040,3.184,2.448,2.816,3.170,14.492,0.380,0.292,0.413,0.320,0.973,0.753,0.615,5
111,398.101,200.600,931.930,384.416,0.472,0.473,1.110,1.114,1.112,3.075,272.949,0.244,0.219,0.127,0.589,0.300,1.387,0.709,5
112,307.258,54.317,1432.724,499.075,1.652,1.230,3.890,2.896,3.393,3.961,12.910,0.392,0.292,0.450,0.339,1.061,0.799,0.664,5
113,304.664,35.937,498.320,576.959,1.418,0.872,3.338,2.053,2.696,3.057,15.506,0.620,0.384,0.662,0.391,1.559,0.920,0.905,5
114,301.110,43.712,283.875,584.148,1.579,1.093,3.719,2.574,3.146,3.002,11.455,0.414,0.286,0.461,0.323,1.086,0.760,0.663,5
115,310.425,38.633,1433.999,632.132,1.215,1.212,2.860,2.853,2.857,3.205,14.015,0.441,0.440,0.484,0.483,1.140,1.137,0.805,5
116,305.557,72.154,1557.273,659.611,0.670,1.148,1.577,2.702,2.140,2.706,20.261,0.190,0.307,0.207,0.319,0.488,0.751,0.448,5
117,313.120,54.858,1392.726,703.443,1.034,0.881,2.436,2.076,2.256,2.510,16.170,0.301,0.254,0.315,0.280,0.743,0.660,0.497,5
118,306.582,105.670,608.962,744.324,0.674,0.564,1.588,1.327,1.457,2.536,40.713,0.198,0.194,0.150,0.263,0.353,0.620,0.357,5
119,297.977,59.478,1993.389,814.708,0.527,1.868,1.240,4.399,2.820,3.365,56.346,0.265,0.659,0.563,0.701,1.325,1.651,1.058,5
120,313.387,65.414,753.256,917.537,1.093,0.905,2.575,2.132,2.353,2.954,17.909,0.296,0.244,0.312,0.267,0.735,0.629,0.484,5
121,353.136,51.659,1544.732,916.899,1.205,1.424,2.837,3.354,3.096,4.120,15.620,0.364,0.431,0.411,0.484,0.968,1.140,0.748,5
122,308.037,42.806,1529.257,1018.746,1.232,1.012,2.901,2.383,2.642,3.097,15.619,0.450,0.369,0.483,0.397,1.138,0.935,0.736,5
123,313.145,62.829,1098.416,1061.150,0.995,0.830,2.344,1.955,2.150,2.694,18.164,0.291,0.245,0.306,0.243,0.720,0.572,0.460,5
124,308.697,55.982,1576.336,1143.922,0.701,1.008,1.651,2.373,2.012,2.800,22.728,0.264,0.380,0.323,0.390,0.761,0.919,0.597,5
125,306.608,36.002,1597.499,1231.444,1.771,0.887,4.170,2.089,3.130,3.464,15.004,0.729,0.361,0.797,0.418,1.877,0.984,1.059,5
126,306.218,46.684,1541.690,1289.828,1.054,1.019,2.483,2.401,2.442,3.076,17.397,0.393,0.380,0.417,0.402,0.983,0.946,0.682,5
127,322.906,50.014,1209.452,1515.047,1.134,1.213,2.671,2.858,2.765,3.505,16.270,0.369,0.395,0.402,0.429,0.946,1.011,0.692,5
128,340.251,75.314,857.458,1520.245,1.628,0.643,3.834,1.513,2.673,3.143,19.067,0.396,0.175,0.417,0.181,0.982,0.426,0.535,5
129,310.394,46.848,977.632,1530.014,1.007,0.915,2.371,2.154,2.263,2.952,18.566,0.401,0.367,0.423,0.372,0.997,0.877,0.664,5
130,296.349,37.112,21.568,1614.450,1.807,0.820,4.254,1.932,3.093,3.469,16.080,0.758,0.338,0.824,0.411,1.941,0.969,1.085,5
131,300.816,51.136,1903.168,1688.185,0.682,1.736,1.605,4.088,2.847,2.761,14.548,0.216,0.509,0.197,0.546,0.463,1.286,0.683,5
132,314.935,52.172,1400.835,1786.746,0.997,1.222,2.347,2.877,2.612,3.553,18.274,0.350,0.429,0.373,0.459,0.879,1.080,0.696,5
133,335.629,59.622,1108.992,1796.134,0.749,1.214,1.763,2.858,2.311,2.757,16.846,0.232,0.359,0.202,0.376,0.477,0.885,0.503,5
134,314.413,85.471,1050.265,1801.429,1.009,0.586,2.375,1.380,1.877,2.486,37.725,0.250,0.137,0.258,0.315,0.606,0.743,0.479,5
135,308.369,75.184,1267.764,1933.891,0.774,0.659,1.823,1.552,1.687,2.515,21.610,0.239,0.228,0.241,0.179,0.569,0.421,0.354,5
136,309.589,53.408,765.046,1938.127,1.333,0.654,3.138,1.540,2.339,3.114,19.280,0.508,0.283,0.529,0.230,1.247,0.543,0.680,5
137,294.856,34.405,1280.767,87.457,0.978,1.025,2.304,2.413,2.358,2.813,16.766,0.476,0.498,0.502,0.529,1.181,1.246,0.858,5
138,294.517,36.889,304.010,127.145,0.990,1.422,2.330,3.349,2.840,2.972,13.570,0.365,0.525,0.394,0.570,0.928,1.342,0.816,5
139,297.184,53.971,1883.681,131.653,1.454,0.868,3.424,2.044,2.734,3.492,17.673,0.471,0.280,0.505,0.312,1.190,0.736,0.699,5
140,295.952,66.239,1664.756,221.033,1.192,0.612,2.808,1.440,2.124,2.758,18.148,0.359,0.229,0.372,0.156,0.875,0.367,0.474,5
141,303.050,64.996,575.292,264.718,1.240,0.440,2.920,1.036,1.978,2.870,115.068,0.488,0.733,0.501,0.737,1.181,1.735,1.049,5
142,292.735,51.777,459.062,288.773,2.659,0.684,6.261,1.612,3.937,3.206,14.109,0.800,0.192,0.968,0.199,2.280,0.468,1.164,5
143,304.525,61.095,851.998,315.098,0.722,1.265,1.701,2.979,2.340,2.959,17.823,0.237,0.390,0.199,0.408,0.468,0.961,0.535,5
144,300.609,44.907,1872.282,369.996,0.970,0.459,2.284,1.081,1.682,2.879,22.249,0.549,0.646,0.560,0.311,1.320,0.733,0.755,5
145,304.417,82.272,596.194,381.510,0.498,0.735,1.172,1.732,1.452,2.534,38.461,0.341,0.233,0.262,0.309,0.616,0.728,0.477,5
146,307.795,62.809,1077.539,460.815,0.729,0.774,1.716,1.823,1.769,2.711,25.782,0.259,0.295,0.352,0.285,0.829,0.672,0.534,5
147,298.885,42.827,1837.856,465.755,0.940,1.572,2.214,3.702,2.958,3.316,14.645,0.323,0.539,0.349,0.586,0.822,1.381,0.803,5
148,311.700,60.742,759.240,468.459,0.484,0.953,1.140,2.243,1.692,3.072,54.820,0.559,0.461,0.501,0.480,1.179,1.130,0.817,5
149,297.306,84.031,285.860,494.280,0.564,0.765,1.328,1.800,1.564,2.480,24.082,0.234,0.224,0.167,0.236,0.393,0.555,0.340,5
150,309.098,36.260,1001.480,500.064,1.162,0.944,2.737,2.224,2.481,3.288,18.248,0.588,0.479,0.625,0.499,1.471,1.174,0.941,5
151,300.726,57.279,386.801,652.106,0.850,1.039,2.002,2.447,2.225,3.237,20.946,0.315,0.383,0.322,0.399,0.758,0.939,0.603,5
152,301.575,55.521,1905.260,668.752,0.605,1.192,1.424,2.807,2.116,2.750,22.763,0.267,0.438,0.283,0.453,0.666,1.068,0.629,5
153,314.628,56.621,827.109,681.638,0.856,0.842,2.015,1.983,1.999,3.343,24.979,0.380,0.368,0.374,0.402,0.880,0.946,0.646,5
154,295.549,36.057,2037.112,703.294,1.094,1.137,2.575,2.677,2.626,3.396,17.172,0.521,0.542,0.559,0.582,1.316,1.371,0.950,5
155,311.830,58.898,515.811,797.627,0.520,0.691,1.225,1.627,1.426,2.938,41.198,0.502,0.369,0.389,0.487,0.915,1.146,0.733,5
156,301.142,52.806,2033.623,811.816,1.222,0.957,2.877,2.253,2.565,2.905,15.418,0.357,0.280,0.381,0.297,0.898,0.699,0.569,5
157,310.247,69.318,692.185,882.158,1.146,0.647,2.698,1.524,2.111,2.753,19.256,0.331,0.213,0.342,0.179,0.806,0.422,0.455,5
158,303.370,46.361,311.898,919.252,0.986,1.354,2.323,3.189,2.756,3.633,17.318,0.370,0.507,0.397,0.548,0.935,1.291,0.797,5
159,318.504,66.972,1595.722,930.414,1.174,0.796,2.765,1.874,2.320,2.890,18.728,0.316,0.210,0.332,0.250,0.781,0.588,0.489,5
160,314.056,55.447,1066.811,936.776,0.971,0.726,2.287,1.709,1.998,2.734,20.562,0.362,0.279,0.373,0.278,0.877,0.654,0.547,5
161,305.476,91.815,263.278,1049.222,0.804,0.515,1.894,1.213,1.553,2.567,35.521,0.230,0.270,0.239,0.233,0.562,0.549,0.393,5
162,317.155,58.188,173.330,1067.195,0.854,1.183,2.012,2.786,2.399,3.034,18.114,0.262,0.365,0.287,0.385,0.675,0.906,0.565,5
163,304.147,57.967,1808.017,1228.710,0.738,0.893,1.739,2.102,1.920,2.545,19.148,0.269,0.309,0.228,0.322,0.538,0.758,0.464,5
164,307.034,43.493,1282.822,1259.653,1.362,0.782,3.208,1.840,2.524,3.319,19.456,0.591,0.335,0.625,0.390,1.473,0.919,0.868,5
165,301.511,51.171,81.120,1287.859,0.854,0.931,2.012,2.191,2.101,3.064,21.100,0.361,0.391,0.358,0.400,0.843,0.942,0.632,5
166,308.437,58.926,454.902,1323.501,0.830,0.815,1.955,1.920,1.937,2.711,21.394,0.300,0.285,0.289,0.331,0.680,0.779,0.517,5
167,295.633,52.040,1941.947,1344.343,1.504,1.039,3.543,2.446,2.994,3.365,14.066,0.406,0.280,0.447,0.312,1.052,0.734,0.642,5
168,298.869,65.301,65.844,1385.512,0.991,0.749,2.334,1.764,2.049,2.640,20.873,0.292,0.211,0.301,0.278,0.708,0.655,0.482,5
169,317.281,62.908,726.784,1384.542,1.006,1.507,2.370,3.548,2.959,2.927,12.624,0.202,0.302,0.222,0.331,0.523,0.779,0.469,5
170,295.299,51.994,1995.573,1452.263,0.746,1.070,1.756,2.519,2.137,3.164,23.741,0.304,0.451,0.393,0.470,0.926,1.107,0.722,5
171,306.672,34.259,584.041,1453.618,1.292,1.139,3.042,2.683,2.862,2.954,12.934,0.488,0.430,0.535,0.473,1.260,1.113,0.841,5
172,307.519,43.017,823.709,1467.967,1.879,1.159,4.424,2.730,3.577,4.086,12.918,0.565,0.345,0.654,0.406,1.541,0.957,0.907,5
173,309.131,80.526,1020.856,1486.914,0.692,0.864,1.630,2.034,1.832,2.609,20.651,0.203,0.236,0.174,0.230,0.411,0.543,0.340,5
174,307.484,39.916,1392.685,1580.739,1.110,0.890,2.615,2.096,2.355,2.979,17.949,0.499,0.400,0.526,0.423,1.237,0.995,0.794,5
175,312.713,61.733,1601.548,1633.902,0.691,1.060,1.627,2.497,2.062,2.788,24.168,0.213,0.351,0.329,0.363,0.774,0.856,0.577,5
176,302.640,65.798,1760.508,1660.215,1.000,0.658,2.354,1.551,1.952,2.604,20.579,0.311,0.226,0.324,0.214,0.762,0.504,0.457,5
177,305.985,124.356,1680.855,1670.764,0.554,0.580,1.306,1.367,1.336,2.441,31.079,0.186,0.173,0.132,0.164,0.310,0.386,0.248,5
178,320.472,49.954,1525.783,1701.248,1.210,1.806,2.849,4.254,3.551,3.842,11.686,0.282,0.422,0.336,0.489,0.791,1.151,0.698,5
179,302.611,66.078,296.361,1724.603,0.684,0.540,1.610,1.272,1.441,2.573,71.247,0.302,0.299,0.394,0.642,0.929,1.512,0.887,5
180,306.301,49.081,898.486,1739.589,1.031,1.412,2.429,3.325,2.877,3.012,13.431,0.282,0.386,0.310,0.420,0.731,0.990,0.615,5
